"Plot Title: 20881725"
"#","Date Time, GMT-04:00","Temp, °C (LGR S/N: 20881725, SEN S/N: 20881725)","Intensity, lum/ft² (LGR S/N: 20881725, SEN S/N: 20881725)","Coupler Detached (LGR S/N: 20881725)","Coupler Attached (LGR S/N: 20881725)","Host Connected (LGR S/N: 20881725)","End Of File (LGR S/N: 20881725)"
471,06/20/21 03:53:54  AM,21.664,5.0,,,,
472,06/20/21 04:53:54  AM,21.760,6.0,,,,
473,06/20/21 05:53:54  AM,21.855,6.0,,,,
474,06/20/21 06:53:54  AM,21.855,6.0,,,,
475,06/20/21 07:53:54  AM,21.951,7.0,,,,
476,06/20/21 08:53:54  AM,21.855,8.0,,,,
477,06/20/21 09:53:54  AM,20.996,8.0,,,,
478,06/20/21 10:53:54  AM,20.615,8.0,,,,
479,06/20/21 11:53:54  AM,20.615,8.0,,,,
480,06/20/21 12:53:54  PM,20.424,8.0,,,,
481,06/20/21 01:53:54  PM,20.234,7.0,,,,
482,06/20/21 02:53:54  PM,20.138,7.0,,,,
483,06/20/21 03:53:54  PM,20.234,12.0,,,,
484,06/20/21 04:53:54  PM,20.043,7.0,,,,
485,06/20/21 05:53:54  PM,19.948,6.0,,,,
486,06/20/21 06:53:54  PM,19.853,6.0,,,,
487,06/20/21 07:53:54  PM,19.758,6.0,,,,
488,06/20/21 08:53:54  PM,19.662,5.0,,,,
489,06/20/21 09:53:54  PM,19.567,6.0,,,,
490,06/20/21 10:53:54  PM,19.472,6.0,,,,
491,06/20/21 11:53:54  PM,19.377,6.0,,,,
492,06/21/21 12:53:54  AM,19.282,6.0,,,,
493,06/21/21 01:53:54  AM,19.187,5.0,,,,
494,06/21/21 02:53:54  AM,19.187,6.0,,,,
495,06/21/21 03:53:54  AM,21.187,6.0,,,,
496,06/21/21 04:53:54  AM,21.473,6.0,,,,
497,06/21/21 05:53:54  AM,21.664,5.0,,,,
498,06/21/21 06:53:54  AM,21.664,6.0,,,,
499,06/21/21 07:53:54  AM,21.664,6.0,,,,
500,06/21/21 08:53:54  AM,21.760,6.0,,,,
501,06/21/21 09:53:54  AM,21.473,6.0,,,,
502,06/21/21 10:53:54  AM,20.805,9.0,,,,
503,06/21/21 11:53:54  AM,20.805,8.0,,,,
504,06/21/21 12:53:54  PM,20.615,7.0,,,,
505,06/21/21 01:53:54  PM,20.519,8.0,,,,
506,06/21/21 02:53:54  PM,20.519,7.0,,,,
507,06/21/21 03:53:54  PM,20.424,7.0,,,,
508,06/21/21 04:53:54  PM,20.329,6.0,,,,
509,06/21/21 05:53:54  PM,20.043,6.0,,,,
510,06/21/21 06:53:54  PM,19.758,6.0,,,,
511,06/21/21 07:53:54  PM,19.567,6.0,,,,
512,06/21/21 08:53:54  PM,21.187,6.0,,,,
513,06/21/21 09:53:54  PM,21.473,6.0,,,,
514,06/21/21 10:53:54  PM,21.569,5.0,,,,
515,06/21/21 11:53:54  PM,21.664,5.0,,,,
516,06/22/21 12:53:54  AM,21.760,6.0,,,,
517,06/22/21 01:53:54  AM,21.760,6.0,,,,
518,06/22/21 02:53:54  AM,21.855,6.0,,,,
519,06/22/21 03:53:54  AM,21.855,6.0,,,,
520,06/22/21 04:53:54  AM,21.855,6.0,,,,
521,06/22/21 05:53:54  AM,21.855,6.0,,,,
522,06/22/21 06:53:54  AM,21.855,7.0,,,,
523,06/22/21 07:53:54  AM,21.855,7.0,,,,
524,06/22/21 08:53:54  AM,21.855,7.0,,,,
525,06/22/21 09:53:54  AM,21.855,8.0,,,,
526,06/22/21 10:53:54  AM,21.855,9.0,,,,
527,06/22/21 11:53:54  AM,21.855,8.0,,,,
528,06/22/21 12:53:54  PM,21.855,8.0,,,,
529,06/22/21 01:53:54  PM,21.855,7.0,,,,
530,06/22/21 02:53:54  PM,21.855,7.0,,,,
531,06/22/21 03:53:54  PM,21.951,7.0,,,,
532,06/22/21 04:53:54  PM,21.091,7.0,,,,
533,06/22/21 05:53:54  PM,21.569,6.0,,,,
534,06/22/21 06:53:54  PM,21.951,6.0,,,,
535,06/22/21 07:53:54  PM,20.710,6.0,,,,
536,06/22/21 08:53:54  PM,20.805,6.0,,,,
537,06/22/21 09:53:54  PM,21.664,6.0,,,,
538,06/22/21 10:53:54  PM,21.760,6.0,,,,
539,06/22/21 11:53:54  PM,21.855,6.0,,,,
540,06/23/21 12:53:54  AM,21.951,6.0,,,,
541,06/23/21 01:53:54  AM,21.951,6.0,,,,
542,06/23/21 02:53:54  AM,21.951,6.0,,,,
543,06/23/21 03:53:54  AM,21.951,6.0,,,,
544,06/23/21 04:53:54  AM,21.951,6.0,,,,
545,06/23/21 05:53:54  AM,21.855,6.0,,,,
546,06/23/21 06:53:54  AM,21.951,6.0,,,,
547,06/23/21 07:53:54  AM,22.046,7.0,,,,
548,06/23/21 08:53:54  AM,21.951,8.0,,,,
549,06/23/21 09:53:54  AM,21.855,8.0,,,,
550,06/23/21 10:53:54  AM,21.951,6.0,,,,
551,06/23/21 11:53:54  AM,20.901,9.0,,,,
552,06/23/21 12:53:54  PM,20.519,8.0,,,,
553,06/23/21 01:53:54  PM,21.855,8.0,,,,
554,06/23/21 02:53:54  PM,21.951,7.0,,,,
555,06/23/21 03:53:54  PM,21.951,6.0,,,,
556,06/23/21 04:53:54  PM,21.951,6.0,,,,
557,06/23/21 05:53:54  PM,21.951,6.0,,,,
558,06/23/21 06:53:54  PM,21.951,6.0,,,,
559,06/23/21 07:53:54  PM,21.951,6.0,,,,
560,06/23/21 08:53:54  PM,21.951,6.0,,,,
561,06/23/21 09:53:54  PM,22.046,6.0,,,,
562,06/23/21 10:53:54  PM,21.951,6.0,,,,
563,06/23/21 11:53:54  PM,21.951,5.0,,,,
564,06/24/21 12:53:54  AM,22.046,5.0,,,,
565,06/24/21 01:53:54  AM,21.951,5.0,,,,
566,06/24/21 02:53:54  AM,21.951,6.0,,,,
567,06/24/21 03:53:54  AM,21.951,5.0,,,,
568,06/24/21 04:53:54  AM,21.951,6.0,,,,
569,06/24/21 05:53:54  AM,21.951,6.0,,,,
570,06/24/21 06:53:54  AM,21.951,6.0,,,,
571,06/24/21 07:53:54  AM,21.951,7.0,,,,
572,06/24/21 08:53:54  AM,21.951,7.0,,,,
573,06/24/21 09:53:54  AM,21.951,8.0,,,,
574,06/24/21 10:53:54  AM,21.951,8.0,,,,
575,06/24/21 11:53:54  AM,21.951,9.0,,,,
576,06/24/21 12:53:54  PM,21.951,8.0,,,,
577,06/24/21 01:53:54  PM,22.142,7.0,,,,
578,06/24/21 02:53:54  PM,21.951,7.0,,,,
579,06/24/21 03:53:54  PM,21.760,7.0,,,,
580,06/24/21 04:53:54  PM,21.473,7.0,,,,
581,06/24/21 05:53:54  PM,21.760,6.0,,,,
582,06/24/21 06:53:54  PM,21.951,6.0,,,,
583,06/24/21 07:53:54  PM,21.951,6.0,,,,
584,06/24/21 08:53:54  PM,21.951,6.0,,,,
585,06/24/21 09:53:54  PM,22.046,5.0,,,,
586,06/24/21 10:53:54  PM,22.046,6.0,,,,
587,06/24/21 11:53:54  PM,21.855,6.0,,,,
588,06/25/21 12:53:54  AM,22.046,6.0,,,,
589,06/25/21 01:53:54  AM,21.951,5.0,,,,
590,06/25/21 02:53:54  AM,22.046,6.0,,,,
591,06/25/21 03:53:54  AM,21.951,6.0,,,,
592,06/25/21 04:53:54  AM,22.046,6.0,,,,
593,06/25/21 05:53:54  AM,21.855,6.0,,,,
594,06/25/21 06:53:54  AM,22.046,6.0,,,,
595,06/25/21 07:53:54  AM,21.951,6.0,,,,
596,06/25/21 08:53:54  AM,22.046,6.0,,,,
597,06/25/21 09:53:54  AM,22.046,6.0,,,,
598,06/25/21 10:53:54  AM,21.951,8.0,,,,
599,06/25/21 11:53:54  AM,21.951,8.0,,,,
600,06/25/21 12:53:54  PM,22.046,7.0,,,,
601,06/25/21 01:53:54  PM,21.951,6.0,,,,
602,06/25/21 02:53:54  PM,21.855,6.0,,,,
603,06/25/21 03:53:54  PM,22.046,6.0,,,,
604,06/25/21 04:53:54  PM,21.951,6.0,,,,
605,06/25/21 05:53:54  PM,21.951,6.0,,,,
606,06/25/21 06:53:54  PM,22.046,6.0,,,,
607,06/25/21 07:53:54  PM,22.046,6.0,,,,
608,06/25/21 08:53:54  PM,21.951,6.0,,,,
609,06/25/21 09:53:54  PM,21.951,6.0,,,,
610,06/25/21 10:53:54  PM,21.951,6.0,,,,
611,06/25/21 11:53:54  PM,22.046,6.0,,,,
612,06/26/21 12:53:54  AM,21.951,6.0,,,,
613,06/26/21 01:53:54  AM,21.951,6.0,,,,
614,06/26/21 02:53:54  AM,22.046,5.0,,,,
615,06/26/21 03:53:54  AM,22.046,6.0,,,,
616,06/26/21 04:53:54  AM,22.046,6.0,,,,
617,06/26/21 05:53:54  AM,21.951,6.0,,,,
618,06/26/21 06:53:54  AM,22.046,6.0,,,,
619,06/26/21 07:53:54  AM,22.046,6.0,,,,
620,06/26/21 08:53:54  AM,22.046,6.0,,,,
621,06/26/21 09:53:54  AM,21.951,6.0,,,,
622,06/26/21 10:53:54  AM,22.046,6.0,,,,
623,06/26/21 11:53:54  AM,21.951,6.0,,,,
624,06/26/21 12:53:54  PM,21.951,6.0,,,,
625,06/26/21 01:53:54  PM,22.046,7.0,,,,
626,06/26/21 02:53:54  PM,22.046,7.0,,,,
627,06/26/21 03:53:54  PM,21.855,6.0,,,,
628,06/26/21 04:53:54  PM,21.951,6.0,,,,
629,06/26/21 05:53:54  PM,21.951,6.0,,,,
630,06/26/21 06:53:54  PM,21.951,6.0,,,,
631,06/26/21 07:53:54  PM,22.046,6.0,,,,
632,06/26/21 08:53:54  PM,22.046,6.0,,,,
633,06/26/21 09:53:54  PM,22.046,6.0,,,,
634,06/26/21 10:53:54  PM,22.046,5.0,,,,
635,06/26/21 11:53:54  PM,22.046,5.0,,,,
636,06/27/21 12:53:54  AM,21.951,5.0,,,,
637,06/27/21 01:53:54  AM,21.951,6.0,,,,
638,06/27/21 02:53:54  AM,22.046,6.0,,,,
639,06/27/21 03:53:54  AM,22.046,6.0,,,,
640,06/27/21 04:53:54  AM,21.951,6.0,,,,
641,06/27/21 05:53:54  AM,22.046,6.0,,,,
642,06/27/21 06:53:54  AM,21.951,6.0,,,,
643,06/27/21 07:53:54  AM,22.046,7.0,,,,
644,06/27/21 08:53:54  AM,22.046,7.0,,,,
645,06/27/21 09:53:54  AM,21.951,8.0,,,,
646,06/27/21 10:53:54  AM,22.046,7.0,,,,
647,06/27/21 11:53:54  AM,21.951,7.0,,,,
648,06/27/21 12:53:54  PM,21.760,7.0,,,,
649,06/27/21 01:53:54  PM,21.569,7.0,,,,
650,06/27/21 02:53:54  PM,21.378,7.0,,,,
651,06/27/21 03:53:54  PM,21.282,6.0,,,,
652,06/27/21 04:53:54  PM,21.091,6.0,,,,
653,06/27/21 05:53:54  PM,21.091,7.0,,,,
654,06/27/21 06:53:54  PM,20.996,6.0,,,,
655,06/27/21 07:53:54  PM,20.901,6.0,,,,
656,06/27/21 08:53:54  PM,20.901,5.0,,,,
657,06/27/21 09:53:54  PM,21.760,5.0,,,,
658,06/27/21 10:53:54  PM,21.760,5.0,,,,
659,06/27/21 11:53:54  PM,21.760,5.0,,,,
660,06/28/21 12:53:54  AM,21.855,6.0,,,,
661,06/28/21 01:53:54  AM,21.664,6.0,,,,
662,06/28/21 02:53:54  AM,21.855,6.0,,,,
663,06/28/21 03:53:54  AM,21.760,6.0,,,,
664,06/28/21 04:53:54  AM,21.855,6.0,,,,
665,06/28/21 05:53:54  AM,21.760,5.0,,,,
666,06/28/21 06:53:54  AM,21.855,6.0,,,,
667,06/28/21 07:53:54  AM,21.855,8.0,,,,
668,06/28/21 08:53:54  AM,21.760,8.0,,,,
669,06/28/21 09:53:54  AM,21.855,6.0,,,,
670,06/28/21 10:53:54  AM,21.855,8.0,,,,
671,06/28/21 11:53:54  AM,21.760,9.0,,,,
672,06/28/21 12:53:54  PM,21.664,8.0,,,,
673,06/28/21 01:53:54  PM,21.473,8.0,,,,
674,06/28/21 02:53:54  PM,21.473,7.0,,,,
675,06/28/21 03:53:54  PM,21.282,7.0,,,,
676,06/28/21 04:53:54  PM,21.282,6.0,,,,
677,06/28/21 05:53:54  PM,21.187,6.0,,,,
678,06/28/21 06:53:54  PM,21.091,6.0,,,,
679,06/28/21 07:53:54  PM,21.187,6.0,,,,
680,06/28/21 08:53:54  PM,20.996,6.0,,,,
681,06/28/21 09:53:54  PM,21.664,5.0,,,,
682,06/28/21 10:53:54  PM,21.855,5.0,,,,
683,06/28/21 11:53:54  PM,21.951,6.0,,,,
684,06/29/21 12:53:54  AM,21.951,6.0,,,,
685,06/29/21 01:53:54  AM,21.855,6.0,,,,
686,06/29/21 02:53:54  AM,21.855,6.0,,,,
687,06/29/21 03:53:54  AM,21.855,6.0,,,,
688,06/29/21 04:53:54  AM,21.951,6.0,,,,
689,06/29/21 05:53:54  AM,21.951,6.0,,,,
690,06/29/21 06:53:54  AM,21.855,6.0,,,,
691,06/29/21 07:53:54  AM,21.855,7.0,,,,
692,06/29/21 08:53:54  AM,21.855,7.0,,,,
693,06/29/21 09:53:54  AM,21.855,8.0,,,,
694,06/29/21 10:53:54  AM,21.855,9.0,,,,
695,06/29/21 11:53:54  AM,21.760,6.0,,,,
696,06/29/21 12:53:54  PM,21.569,8.0,,,,
697,06/29/21 01:53:54  PM,21.855,8.0,,,,
698,06/29/21 02:53:54  PM,21.951,6.0,,,,
699,06/29/21 03:53:54  PM,22.046,6.0,,,,
700,06/29/21 04:53:54  PM,22.142,6.0,,,,
701,06/29/21 05:53:54  PM,21.951,7.0,,,,
702,06/29/21 06:53:54  PM,21.855,6.0,,,,
703,06/29/21 07:53:54  PM,21.855,6.0,,,,
704,06/29/21 08:53:54  PM,21.855,6.0,,,,
705,06/29/21 09:53:54  PM,22.046,6.0,,,,
706,06/29/21 10:53:54  PM,22.046,5.0,,,,
707,06/29/21 11:53:54  PM,21.951,6.0,,,,
708,06/30/21 12:53:54  AM,22.046,5.0,,,,
709,06/30/21 01:53:54  AM,21.951,5.0,,,,
710,06/30/21 02:53:54  AM,22.046,6.0,,,,
711,06/30/21 03:53:54  AM,22.046,6.0,,,,
712,06/30/21 04:53:54  AM,21.951,6.0,,,,
713,06/30/21 05:53:54  AM,22.046,6.0,,,,
714,06/30/21 06:53:54  AM,22.046,6.0,,,,
715,06/30/21 07:53:54  AM,21.951,7.0,,,,
716,06/30/21 08:53:54  AM,21.951,6.0,,,,
717,06/30/21 09:53:54  AM,22.046,6.0,,,,
718,06/30/21 10:53:54  AM,21.951,8.0,,,,
719,06/30/21 11:53:54  AM,22.046,16.0,,,,
720,06/30/21 12:53:54  PM,22.333,16.0,,,,
721,06/30/21 01:01:12  PM,,,,Logged,Logged,Logged
