"","researcher","hourdate_HOBO","hour_ELITECH","intensity","humidity","pendant_id","lat","long","region","site_code","sensor_pendant","rep","temp.Larrea tridentata","temp.square","temp.triangle","temp.open","temp.NA"
"605","ng","05/20/23 06:00:00  PM","",864,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,37.055,44.211,39.615,46.722,NA
"606","ng","05/20/23 07:00:00  PM","",256,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,34.058,33.43,34.374,33.743,NA
"607","ng","05/20/23 08:00:00  PM","",1,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,31.37,30.457,31.472,30.659,NA
"608","ng","05/20/23 09:00:00  PM","",0,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,29.853,28.754,29.752,29.053,NA
"609","ng","05/20/23 10:00:00  PM","",0,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,29.252,27.37,29.053,28.06,NA
"610","ng","05/20/23 11:00:00  PM","",0,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,27.173,26,27.173,25.805,NA
"611","ng","05/21/23 12:00:00  AM","",0,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,25.61,23.388,25.61,23.004,NA
"612","ng","05/21/23 01:00:00  AM","",0,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,24.255,23.484,24.062,23.677,NA
"613","ng","05/21/23 02:00:00  AM","",0,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,22.812,21.76,22.812,21.282,NA
"614","ng","05/21/23 03:00:00  AM","",0,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,22.429,20.71,22.238,20.805,NA
"615","ng","05/21/23 04:00:00  AM","",0,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,21.473,20.615,21.473,20.234,NA
"616","ng","05/21/23 05:00:00  AM","",0,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,20.805,19.377,20.805,19.472,NA
"617","ng","05/21/23 06:00:00  AM","",704,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,21.855,19.662,21.473,19.567,NA
"618","ng","05/21/23 07:00:00  AM","",2816,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,33.014,25.513,27.272,26.39,NA
"619","ng","05/21/23 08:00:00  AM","",6144,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,38.046,29.452,31.676,30.356,NA
"620","ng","05/21/23 09:00:00  AM","",9728,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,42.401,35.971,36.946,35.649,NA
"621","ng","05/21/23 10:00:00  AM","",3200,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,39.729,43.359,39.729,40.185,NA
"622","ng","05/21/23 11:00:00  AM","",4864,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,42.282,49.225,41.225,45.956,NA
"623","ng","05/21/23 12:00:00  PM","",3200,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,41.341,54.356,42.639,50.18,NA
"624","ng","05/21/23 01:00:00  PM","",9216,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,42.639,55.271,44.334,54.056,NA
"625","ng","05/21/23 02:00:00  PM","",3200,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,46.465,56.047,45.577,55.58,NA
"626","ng","05/21/23 03:00:00  PM","",3072,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,40.761,48.687,42.164,48.687,NA
"627","ng","05/21/23 04:00:00  PM","",1728,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,37.714,40.185,37.714,40.992,NA
"628","ng","05/21/23 05:00:00  PM","",1408,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,36.187,47.238,39.502,50.456,NA
"629","ng","05/21/23 06:00:00  PM","",768,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,35.435,42.52,37.824,46.083,NA
"630","ng","05/21/23 07:00:00  PM","",448,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,34.163,34.796,35.115,38.826,NA
"631","ng","05/21/23 08:00:00  PM","",3,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,31.064,30.255,31.166,30.356,NA
"632","ng","05/21/23 09:00:00  PM","",0,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,29.053,27.862,29.252,27.862,NA
"633","ng","05/21/23 10:00:00  PM","",0,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,27.764,26.879,27.961,26.683,NA
"634","ng","05/21/23 11:00:00  PM","",0,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,26.683,25.708,26.781,25.319,NA
"635","ng","05/22/23 12:00:00  AM","",0,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,25.416,24.448,25.222,24.255,NA
"636","ng","05/22/23 01:00:00  AM","",0,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,23.484,20.901,23.388,20.424,NA
"637","ng","05/22/23 02:00:00  AM","",0,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,22.142,21.187,22.238,20.996,NA
"638","ng","05/22/23 03:00:00  AM","",0,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,22.812,21.187,22.525,20.901,NA
"639","ng","05/22/23 04:00:00  AM","",0,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,20.71,18.901,20.615,18.806,NA
"640","ng","05/22/23 05:00:00  AM","",0,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,20.996,19.472,20.901,19.187,NA
"641","ng","05/22/23 06:00:00  AM","",288,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,21.569,19.377,21.091,18.996,NA
"642","ng","05/22/23 07:00:00  AM","",2944,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,30.963,25.222,27.468,26,NA
"643","ng","05/22/23 08:00:00  AM","",6400,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,38.49,30.255,33.014,31.88,NA
"644","ng","05/22/23 09:00:00  AM","",9728,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,41.458,36.295,38.157,35.756,NA
"645","ng","05/22/23 10:00:00  AM","",1,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,42.639,42.52,40.876,39.843,NA
"646","ng","05/22/23 11:00:00  AM","",0,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,41.225,40.3,41.928,40.761,NA
"647","ng","05/22/23 12:00:00  PM","",1,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,40.645,39.05,40.53,38.49,NA
"648","ng","05/22/23 01:00:00  PM","",1,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,39.729,38.268,39.957,37.055,NA
"649","ng","05/22/23 02:00:00  PM","",2,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,38.379,35.115,36.187,34.374,NA
"650","ng","05/22/23 03:00:00  PM","",0,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,35.971,33.639,34.268,32.911,NA
"651","ng","05/22/23 04:00:00  PM","",0,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,35.756,36.62,37.055,35.328,NA
"652","ng","05/22/23 05:00:00  PM","",0,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,30.054,26.292,28.06,27.567,NA
"653","ng","05/22/23 06:00:00  PM","",0,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,24.835,24.255,24.448,24.545,NA
"654","ng","05/22/23 07:00:00  PM","",0,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,24.062,24.255,23.581,23.966,NA
"655","ng","05/22/23 08:00:00  PM","",0,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,23.196,23.1,23.004,23.388,NA
"656","ng","05/22/23 09:00:00  PM","",0,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,23.1,23.581,23.004,23.196,NA
"657","ng","05/22/23 10:00:00  PM","",0,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,23.388,23.869,23.388,23.292,NA
"658","ng","05/22/23 11:00:00  PM","",0,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,23.677,23.966,23.581,23.484,NA
"659","ng","05/23/23 12:00:00  AM","",0,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,23.677,23.869,23.581,23.388,NA
"660","ng","05/23/23 01:00:00  AM","",0,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,23.581,23.677,23.388,23.292,NA
"661","ng","05/23/23 02:00:00  AM","",0,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,23.484,23.484,23.292,23.196,NA
"662","ng","05/23/23 03:00:00  AM","",0,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,23.292,23.292,23.1,23.004,NA
"663","ng","05/23/23 04:00:00  AM","",0,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,23.004,22.908,22.812,22.717,NA
"664","ng","05/23/23 05:00:00  AM","",0,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,22.812,22.717,22.525,22.429,NA
"665","ng","05/23/23 06:00:00  AM","",0,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,22.525,22.429,22.333,22.238,NA
"666","ng","05/23/23 07:00:00  AM","",0,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,22.333,22.238,22.142,22.046,NA
"667","ng","05/23/23 08:00:00  AM","",0,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,22.142,22.142,22.046,21.951,NA
"668","ng","05/23/23 09:00:00  AM","",0,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,22.142,22.142,22.046,21.951,NA
"669","ng","05/23/23 10:00:00  AM","",0,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,22.142,22.333,22.142,22.046,NA
"670","ng","05/23/23 11:00:00  AM","",0,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,22.429,22.717,22.429,22.333,NA
"671","ng","05/23/23 12:00:00  PM","",4,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,21.951,22.046,22.525,21.76,NA
"10113","ng","04/25/23 02:10:00  PM","",9216,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,34.479,NA,NA,47.238,NA
"10114","ng","04/25/23 02:20:00  PM","",6656,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,34.796,NA,NA,45.956,NA
"10115","ng","04/25/23 02:30:00  PM","",19456,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,35.864,NA,NA,45.577,NA
"10116","ng","04/25/23 02:40:00  PM","",2048,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,36.403,NA,NA,46.979,NA
"10117","ng","04/25/23 02:50:00  PM","",18432,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,36.295,NA,NA,47.238,NA
"10119","ng","04/25/23 03:10:00  PM","",4352,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,34.479,NA,NA,46.465,NA
"10120","ng","04/25/23 03:20:00  PM","",2176,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,33.326,NA,NA,46.337,NA
"10121","ng","04/25/23 03:30:00  PM","",2048,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,33.222,NA,NA,46.083,NA
"10122","ng","04/25/23 03:40:00  PM","",1920,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,32.086,NA,NA,46.593,NA
"10123","ng","04/25/23 03:50:00  PM","",6144,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,32.291,NA,NA,45.829,NA
"10125","ng","04/25/23 04:10:00  PM","",2560,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,32.704,NA,NA,45.076,NA
"10126","ng","04/25/23 04:20:00  PM","",1792,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,32.6,NA,NA,45.577,NA
"10127","ng","04/25/23 04:30:00  PM","",1728,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,33.43,NA,NA,45.956,NA
"10128","ng","04/25/23 04:40:00  PM","",1856,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,32.807,NA,NA,44.828,NA
"10129","ng","04/25/23 04:50:00  PM","",3456,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,32.704,NA,NA,44.457,NA
"10131","ng","04/25/23 05:10:00  PM","",1408,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,31.472,NA,NA,43.723,NA
"10132","ng","04/25/23 05:20:00  PM","",1280,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,31.472,NA,NA,42.878,NA
"10133","ng","04/25/23 05:30:00  PM","",1472,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,30.862,NA,NA,42.401,NA
"10134","ng","04/25/23 05:40:00  PM","",2048,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,31.064,NA,NA,41.575,NA
"10135","ng","04/25/23 05:50:00  PM","",1600,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,30.963,NA,NA,40.53,NA
"10137","ng","04/25/23 06:10:00  PM","",1088,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,30.862,NA,NA,38.49,NA
"10138","ng","04/25/23 06:20:00  PM","",1024,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,30.457,NA,NA,36.837,NA
"10139","ng","04/25/23 06:30:00  PM","",992,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,30.457,NA,NA,30.457,NA
"10140","ng","04/25/23 06:40:00  PM","",800,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,28.953,NA,NA,28.655,NA
"10141","ng","04/25/23 06:50:00  PM","",608,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,28.456,NA,NA,28.159,NA
"10143","ng","04/25/23 07:10:00  PM","",352,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,27.468,NA,NA,27.665,NA
"10144","ng","04/25/23 07:20:00  PM","",104,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,26.195,NA,NA,25.319,NA
"10145","ng","04/25/23 07:30:00  PM","",33,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,25.222,NA,NA,23.581,NA
"10146","ng","04/25/23 07:40:00  PM","",6,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,24.448,NA,NA,23.004,NA
"10147","ng","04/25/23 07:50:00  PM","",0,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,24.158,NA,NA,22.717,NA
"10149","ng","04/25/23 08:10:00  PM","",0,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,23.869,NA,NA,22.908,NA
"10150","ng","04/25/23 08:20:00  PM","",0,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,22.908,NA,NA,20.424,NA
"10151","ng","04/25/23 08:30:00  PM","",0,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,22.333,NA,NA,19.472,NA
"10152","ng","04/25/23 08:40:00  PM","",0,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,21.473,NA,NA,18.996,NA
"10153","ng","04/25/23 08:50:00  PM","",0,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,20.71,NA,NA,18.996,NA
"10155","ng","04/25/23 09:10:00  PM","",0,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,20.615,NA,NA,19.187,NA
"10156","ng","04/25/23 09:20:00  PM","",0,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,20.424,NA,NA,18.711,NA
"10157","ng","04/25/23 09:30:00  PM","",0,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,20.424,NA,NA,18.996,NA
"10158","ng","04/25/23 09:40:00  PM","",0,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,20.234,NA,NA,18.521,NA
"10159","ng","04/25/23 09:50:00  PM","",0,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,19.948,NA,NA,18.14,NA
"10161","ng","04/25/23 10:10:00  PM","",0,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,18.711,NA,NA,17.189,NA
"10162","ng","04/25/23 10:20:00  PM","",0,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,19.282,NA,NA,17.284,NA
"10163","ng","04/25/23 10:30:00  PM","",0,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,18.14,NA,NA,16.808,NA
"10164","ng","04/25/23 10:40:00  PM","",0,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,17.475,NA,NA,16.046,NA
"10165","ng","04/25/23 10:50:00  PM","",0,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,16.618,NA,NA,14.9,NA
"10167","ng","04/25/23 11:10:00  PM","",0,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,15.76,NA,NA,16.046,NA
"10168","ng","04/25/23 11:20:00  PM","",0,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,15.378,NA,NA,15.282,NA
"10169","ng","04/25/23 11:30:00  PM","",0,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,14.709,NA,NA,14.038,NA
"10170","ng","04/25/23 11:40:00  PM","",0,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,14.421,NA,NA,14.038,NA
"10171","ng","04/25/23 11:50:00  PM","",0,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,14.325,NA,NA,14.038,NA
"10173","ng","04/26/23 12:10:00  AM","",0,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,14.23,NA,NA,13.75,NA
"10174","ng","04/26/23 12:20:00  AM","",0,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,13.75,NA,NA,13.461,NA
"10175","ng","04/26/23 12:30:00  AM","",0,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,13.846,NA,NA,13.269,NA
"10176","ng","04/26/23 12:40:00  AM","",0,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,14.421,NA,NA,14.134,NA
"10177","ng","04/26/23 12:50:00  AM","",0,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,14.038,NA,NA,12.883,NA
"10179","ng","04/26/23 01:10:00  AM","",0,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,13.173,NA,NA,13.076,NA
"10180","ng","04/26/23 01:20:00  AM","",0,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,13.365,NA,NA,12.401,NA
"10181","ng","04/26/23 01:30:00  AM","",0,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,12.883,NA,NA,10.846,NA
"10182","ng","04/26/23 01:40:00  AM","",0,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,12.497,NA,NA,11.334,NA
"10183","ng","04/26/23 01:50:00  AM","",0,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,13.076,NA,NA,11.528,NA
"10185","ng","04/26/23 02:10:00  AM","",0,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,12.013,NA,NA,11.041,NA
"10186","ng","04/26/23 02:20:00  AM","",0,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,11.722,NA,NA,11.528,NA
"10187","ng","04/26/23 02:30:00  AM","",0,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,11.431,NA,NA,11.431,NA
"10188","ng","04/26/23 02:40:00  AM","",0,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,11.139,NA,NA,10.455,NA
"10189","ng","04/26/23 02:50:00  AM","",0,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,10.748,NA,NA,10.455,NA
"10191","ng","04/26/23 03:10:00  AM","",0,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,10.846,NA,NA,11.431,NA
"10192","ng","04/26/23 03:20:00  AM","",0,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,10.944,NA,NA,11.334,NA
"10193","ng","04/26/23 03:30:00  AM","",0,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,11.819,NA,NA,11.819,NA
"10194","ng","04/26/23 03:40:00  AM","",0,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,11.625,NA,NA,11.236,NA
"10195","ng","04/26/23 03:50:00  AM","",0,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,11.722,NA,NA,11.139,NA
"10197","ng","04/26/23 04:10:00  AM","",0,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,11.625,NA,NA,11.819,NA
"10198","ng","04/26/23 04:20:00  AM","",0,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,11.916,NA,NA,12.207,NA
"10199","ng","04/26/23 04:30:00  AM","",0,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,13.269,NA,NA,12.207,NA
"10200","ng","04/26/23 04:40:00  AM","",0,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,11.916,NA,NA,11.722,NA
"10201","ng","04/26/23 04:50:00  AM","",0,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,12.013,NA,NA,11.819,NA
"10203","ng","04/26/23 05:10:00  AM","",0,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,12.304,NA,NA,11.431,NA
"10204","ng","04/26/23 05:20:00  AM","",0,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,12.013,NA,NA,11.139,NA
"10205","ng","04/26/23 05:30:00  AM","",0,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,11.334,NA,NA,11.334,NA
"10206","ng","04/26/23 05:40:00  AM","",3,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,11.431,NA,NA,11.722,NA
"10207","ng","04/26/23 05:50:00  AM","",27,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,10.846,NA,NA,11.236,NA
"10209","ng","04/26/23 06:10:00  AM","",208,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,10.748,NA,NA,10.944,NA
"10210","ng","04/26/23 06:20:00  AM","",416,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,11.722,NA,NA,11.625,NA
"10211","ng","04/26/23 06:30:00  AM","",896,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,13.173,NA,NA,14.134,NA
"10212","ng","04/26/23 06:40:00  AM","",1216,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,14.709,NA,NA,14.517,NA
"10213","ng","04/26/23 06:50:00  AM","",1408,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,15.951,NA,NA,15.282,NA
"10215","ng","04/26/23 07:10:00  AM","",4096,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,23.773,NA,NA,17.284,NA
"10216","ng","04/26/23 07:20:00  AM","",4608,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,26.097,NA,NA,18.616,NA
"10217","ng","04/26/23 07:30:00  AM","",5376,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,28.357,NA,NA,20.043,NA
"10218","ng","04/26/23 07:40:00  AM","",6144,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,30.356,NA,NA,20.996,NA
"10219","ng","04/26/23 07:50:00  AM","",6912,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,31.574,NA,NA,22.046,NA
"10221","ng","04/26/23 08:10:00  AM","",8704,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,33.953,NA,NA,24.255,NA
"10222","ng","04/26/23 08:20:00  AM","",9728,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,35.328,NA,NA,25.028,NA
"10223","ng","04/26/23 08:30:00  AM","",10752,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,36.295,NA,NA,26.097,NA
"10224","ng","04/26/23 08:40:00  AM","",11776,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,36.079,NA,NA,27.075,NA
"10225","ng","04/26/23 08:50:00  AM","",12288,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,35.864,NA,NA,28.06,NA
"10227","ng","04/26/23 09:10:00  AM","",14336,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,35.971,NA,NA,29.252,NA
"10228","ng","04/26/23 09:20:00  AM","",4864,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,32.394,NA,NA,30.054,NA
"10229","ng","04/26/23 09:30:00  AM","",7936,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,31.574,NA,NA,30.457,NA
"10230","ng","04/26/23 09:40:00  AM","",11776,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,32.394,NA,NA,31.37,NA
"10231","ng","04/26/23 09:50:00  AM","",14336,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,35.756,NA,NA,32.497,NA
"10233","ng","04/26/23 10:10:00  AM","",16384,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,34.691,NA,NA,33.43,NA
"10234","ng","04/26/23 10:20:00  AM","",12800,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,35.971,NA,NA,34.163,NA
"10235","ng","04/26/23 10:30:00  AM","",9216,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,34.163,NA,NA,34.268,NA
"10236","ng","04/26/23 10:40:00  AM","",7424,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,34.796,NA,NA,34.903,NA
"10237","ng","04/26/23 10:50:00  AM","",21504,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,40.415,NA,NA,35.649,NA
"10239","ng","04/26/23 11:10:00  AM","",4864,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,42.401,NA,NA,38.602,NA
"10240","ng","04/26/23 11:20:00  AM","",4608,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,44.334,NA,NA,38.938,NA
