"","researcher","hourdate_HOBO","hour_ELITECH","temp","humidity","pendant_id","lat","long","region","site_code","sensor_pendant","rep","intensity.Larrea tridentata","intensity.square","intensity.triangle","intensity.open","intensity.NA"
"645","ng","05/22/23 10:00:00  AM","",42.639,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,1,2688,5,6144,NA
"646","ng","05/22/23 11:00:00  AM","",41.225,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,0,4,1,4,NA
"647","ng","05/22/23 12:00:00  PM","",40.645,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,1,5,2,4,NA
"648","ng","05/22/23 01:00:00  PM","",39.729,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,1,8,7,5,NA
"649","ng","05/22/23 02:00:00  PM","",38.379,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,2,11,16,8,NA
"650","ng","05/22/23 03:00:00  PM","",35.971,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,0,6,5,6,NA
"651","ng","05/22/23 04:00:00  PM","",35.756,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,0,8,11,9,NA
"652","ng","05/22/23 05:00:00  PM","",30.054,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,0,1,0,0,NA
"653","ng","05/22/23 06:00:00  PM","",24.835,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,0,1,0,0,NA
"654","ng","05/22/23 07:00:00  PM","",24.062,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,0,1,0,0,NA
"655","ng","05/22/23 08:00:00  PM","",23.196,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,0,0,0,0,NA
"656","ng","05/22/23 09:00:00  PM","",23.1,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,0,0,0,0,NA
"657","ng","05/22/23 10:00:00  PM","",23.388,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,0,0,0,0,NA
"658","ng","05/22/23 11:00:00  PM","",23.677,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,0,0,0,0,NA
"659","ng","05/23/23 12:00:00  AM","",23.677,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,0,0,0,0,NA
"660","ng","05/23/23 01:00:00  AM","",23.581,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,0,0,0,0,NA
"661","ng","05/23/23 02:00:00  AM","",23.484,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,0,0,0,0,NA
"662","ng","05/23/23 03:00:00  AM","",23.292,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,0,0,0,0,NA
"663","ng","05/23/23 04:00:00  AM","",23.004,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,0,0,0,0,NA
"664","ng","05/23/23 05:00:00  AM","",22.812,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,0,0,0,0,NA
"665","ng","05/23/23 06:00:00  AM","",22.525,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,0,0,0,0,NA
"666","ng","05/23/23 07:00:00  AM","",22.333,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,0,0,0,0,NA
"667","ng","05/23/23 08:00:00  AM","",22.142,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,0,0,0,0,NA
"668","ng","05/23/23 09:00:00  AM","",22.142,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,0,1,0,0,NA
"669","ng","05/23/23 10:00:00  AM","",22.142,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,0,1,0,0,NA
"670","ng","05/23/23 11:00:00  AM","",22.429,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,0,1,0,0,NA
"671","ng","05/23/23 12:00:00  PM","",21.951,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,4,4,4,7,NA
"10113","ng","04/25/23 02:10:00  PM","",34.479,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,9216,NA,NA,6400,NA
"10114","ng","04/25/23 02:20:00  PM","",34.796,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,6656,NA,NA,6400,NA
"10115","ng","04/25/23 02:30:00  PM","",35.864,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,19456,NA,NA,6400,NA
"10116","ng","04/25/23 02:40:00  PM","",36.403,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,2048,NA,NA,6400,NA
"10117","ng","04/25/23 02:50:00  PM","",36.295,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,18432,NA,NA,6400,NA
"10119","ng","04/25/23 03:10:00  PM","",34.479,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,4352,NA,NA,6400,NA
"10120","ng","04/25/23 03:20:00  PM","",33.326,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,2176,NA,NA,6400,NA
"10121","ng","04/25/23 03:30:00  PM","",33.222,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,2048,NA,NA,6144,NA
"10122","ng","04/25/23 03:40:00  PM","",32.086,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,1920,NA,NA,6144,NA
"10123","ng","04/25/23 03:50:00  PM","",32.291,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,6144,NA,NA,6144,NA
"10125","ng","04/25/23 04:10:00  PM","",32.704,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,2560,NA,NA,5632,NA
"10126","ng","04/25/23 04:20:00  PM","",32.6,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,1792,NA,NA,5632,NA
"10127","ng","04/25/23 04:30:00  PM","",33.43,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,1728,NA,NA,5376,NA
"10128","ng","04/25/23 04:40:00  PM","",32.807,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,1856,NA,NA,5376,NA
"10129","ng","04/25/23 04:50:00  PM","",32.704,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,3456,NA,NA,5120,NA
"10131","ng","04/25/23 05:10:00  PM","",31.472,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,1408,NA,NA,4864,NA
"10132","ng","04/25/23 05:20:00  PM","",31.472,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,1280,NA,NA,4608,NA
"10133","ng","04/25/23 05:30:00  PM","",30.862,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,1472,NA,NA,4352,NA
"10134","ng","04/25/23 05:40:00  PM","",31.064,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,2048,NA,NA,4352,NA
"10135","ng","04/25/23 05:50:00  PM","",30.963,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,1600,NA,NA,4096,NA
"10137","ng","04/25/23 06:10:00  PM","",30.862,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,1088,NA,NA,3328,NA
"10138","ng","04/25/23 06:20:00  PM","",30.457,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,1024,NA,NA,2560,NA
"10139","ng","04/25/23 06:30:00  PM","",30.457,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,992,NA,NA,800,NA
"10140","ng","04/25/23 06:40:00  PM","",28.953,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,800,NA,NA,704,NA
"10141","ng","04/25/23 06:50:00  PM","",28.456,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,608,NA,NA,800,NA
"10143","ng","04/25/23 07:10:00  PM","",27.468,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,352,NA,NA,768,NA
"10144","ng","04/25/23 07:20:00  PM","",26.195,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,104,NA,NA,128,NA
"10145","ng","04/25/23 07:30:00  PM","",25.222,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,33,NA,NA,43,NA
"10146","ng","04/25/23 07:40:00  PM","",24.448,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,6,NA,NA,9,NA
"10147","ng","04/25/23 07:50:00  PM","",24.158,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,0,NA,NA,0,NA
"10149","ng","04/25/23 08:10:00  PM","",23.869,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,0,NA,NA,0,NA
"10150","ng","04/25/23 08:20:00  PM","",22.908,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,0,NA,NA,0,NA
"10151","ng","04/25/23 08:30:00  PM","",22.333,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,0,NA,NA,0,NA
"10152","ng","04/25/23 08:40:00  PM","",21.473,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,0,NA,NA,0,NA
"10153","ng","04/25/23 08:50:00  PM","",20.71,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,0,NA,NA,0,NA
"10155","ng","04/25/23 09:10:00  PM","",20.615,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,0,NA,NA,0,NA
"10156","ng","04/25/23 09:20:00  PM","",20.424,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,0,NA,NA,0,NA
"10157","ng","04/25/23 09:30:00  PM","",20.424,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,0,NA,NA,0,NA
"10158","ng","04/25/23 09:40:00  PM","",20.234,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,0,NA,NA,0,NA
"10159","ng","04/25/23 09:50:00  PM","",19.948,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,0,NA,NA,0,NA
"10161","ng","04/25/23 10:10:00  PM","",18.711,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,0,NA,NA,0,NA
"10162","ng","04/25/23 10:20:00  PM","",19.282,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,0,NA,NA,0,NA
"10163","ng","04/25/23 10:30:00  PM","",18.14,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,0,NA,NA,0,NA
"10164","ng","04/25/23 10:40:00  PM","",17.475,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,0,NA,NA,0,NA
"10165","ng","04/25/23 10:50:00  PM","",16.618,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,0,NA,NA,0,NA
"10167","ng","04/25/23 11:10:00  PM","",15.76,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,0,NA,NA,0,NA
"10168","ng","04/25/23 11:20:00  PM","",15.378,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,0,NA,NA,0,NA
"10169","ng","04/25/23 11:30:00  PM","",14.709,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,0,NA,NA,0,NA
"10170","ng","04/25/23 11:40:00  PM","",14.421,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,0,NA,NA,0,NA
"10171","ng","04/25/23 11:50:00  PM","",14.325,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,0,NA,NA,0,NA
"10173","ng","04/26/23 12:10:00  AM","",14.23,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,0,NA,NA,0,NA
"10174","ng","04/26/23 12:20:00  AM","",13.75,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,0,NA,NA,0,NA
"10175","ng","04/26/23 12:30:00  AM","",13.846,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,0,NA,NA,0,NA
"10176","ng","04/26/23 12:40:00  AM","",14.421,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,0,NA,NA,0,NA
"10177","ng","04/26/23 12:50:00  AM","",14.038,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,0,NA,NA,0,NA
"10179","ng","04/26/23 01:10:00  AM","",13.173,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,0,NA,NA,0,NA
"10180","ng","04/26/23 01:20:00  AM","",13.365,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,0,NA,NA,0,NA
"10181","ng","04/26/23 01:30:00  AM","",12.883,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,0,NA,NA,0,NA
"10182","ng","04/26/23 01:40:00  AM","",12.497,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,0,NA,NA,0,NA
"10183","ng","04/26/23 01:50:00  AM","",13.076,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,0,NA,NA,0,NA
"10185","ng","04/26/23 02:10:00  AM","",12.013,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,0,NA,NA,0,NA
"10186","ng","04/26/23 02:20:00  AM","",11.722,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,0,NA,NA,0,NA
"10187","ng","04/26/23 02:30:00  AM","",11.431,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,0,NA,NA,0,NA
"10188","ng","04/26/23 02:40:00  AM","",11.139,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,0,NA,NA,0,NA
"10189","ng","04/26/23 02:50:00  AM","",10.748,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,0,NA,NA,0,NA
"10191","ng","04/26/23 03:10:00  AM","",10.846,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,0,NA,NA,0,NA
"10192","ng","04/26/23 03:20:00  AM","",10.944,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,0,NA,NA,0,NA
"10193","ng","04/26/23 03:30:00  AM","",11.819,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,0,NA,NA,0,NA
"10194","ng","04/26/23 03:40:00  AM","",11.625,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,0,NA,NA,0,NA
"10195","ng","04/26/23 03:50:00  AM","",11.722,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,0,NA,NA,0,NA
"10197","ng","04/26/23 04:10:00  AM","",11.625,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,0,NA,NA,0,NA
"10198","ng","04/26/23 04:20:00  AM","",11.916,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,0,NA,NA,0,NA
"10199","ng","04/26/23 04:30:00  AM","",13.269,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,0,NA,NA,0,NA
"10200","ng","04/26/23 04:40:00  AM","",11.916,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,0,NA,NA,0,NA
"10201","ng","04/26/23 04:50:00  AM","",12.013,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,0,NA,NA,0,NA
"10203","ng","04/26/23 05:10:00  AM","",12.304,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,0,NA,NA,0,NA
"10204","ng","04/26/23 05:20:00  AM","",12.013,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,0,NA,NA,0,NA
"10205","ng","04/26/23 05:30:00  AM","",11.334,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,0,NA,NA,0,NA
"10206","ng","04/26/23 05:40:00  AM","",11.431,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,3,NA,NA,2,NA
"10207","ng","04/26/23 05:50:00  AM","",10.846,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,27,NA,NA,19,NA
"10209","ng","04/26/23 06:10:00  AM","",10.748,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,208,NA,NA,176,NA
"10210","ng","04/26/23 06:20:00  AM","",11.722,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,416,NA,NA,272,NA
"10211","ng","04/26/23 06:30:00  AM","",13.173,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,896,NA,NA,4864,NA
"10212","ng","04/26/23 06:40:00  AM","",14.709,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,1216,NA,NA,5632,NA
"10213","ng","04/26/23 06:50:00  AM","",15.951,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,1408,NA,NA,6144,NA
"10215","ng","04/26/23 07:10:00  AM","",23.773,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,4096,NA,NA,4608,NA
"10216","ng","04/26/23 07:20:00  AM","",26.097,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,4608,NA,NA,3072,NA
"10217","ng","04/26/23 07:30:00  AM","",28.357,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,5376,NA,NA,2560,NA
"10218","ng","04/26/23 07:40:00  AM","",30.356,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,6144,NA,NA,2432,NA
"10219","ng","04/26/23 07:50:00  AM","",31.574,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,6912,NA,NA,2432,NA
"10221","ng","04/26/23 08:10:00  AM","",33.953,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,8704,NA,NA,2560,NA
"10222","ng","04/26/23 08:20:00  AM","",35.328,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,9728,NA,NA,2688,NA
"10223","ng","04/26/23 08:30:00  AM","",36.295,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,10752,NA,NA,2816,NA
"10224","ng","04/26/23 08:40:00  AM","",36.079,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,11776,NA,NA,2944,NA
"10225","ng","04/26/23 08:50:00  AM","",35.864,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,12288,NA,NA,3072,NA
"10227","ng","04/26/23 09:10:00  AM","",35.971,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,14336,NA,NA,3328,NA
"10228","ng","04/26/23 09:20:00  AM","",32.394,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,4864,NA,NA,3456,NA
"10229","ng","04/26/23 09:30:00  AM","",31.574,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,7936,NA,NA,3584,NA
"10230","ng","04/26/23 09:40:00  AM","",32.394,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,11776,NA,NA,3712,NA
"10231","ng","04/26/23 09:50:00  AM","",35.756,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,14336,NA,NA,3840,NA
"10233","ng","04/26/23 10:10:00  AM","",34.691,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,16384,NA,NA,4096,NA
"10234","ng","04/26/23 10:20:00  AM","",35.971,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,12800,NA,NA,4096,NA
"10235","ng","04/26/23 10:30:00  AM","",34.163,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,9216,NA,NA,4352,NA
"10236","ng","04/26/23 10:40:00  AM","",34.796,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,7424,NA,NA,4352,NA
"10237","ng","04/26/23 10:50:00  AM","",40.415,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,21504,NA,NA,4608,NA
"10239","ng","04/26/23 11:10:00  AM","",42.401,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,4864,NA,NA,4864,NA
"10240","ng","04/26/23 11:20:00  AM","",44.334,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,4608,NA,NA,4864,NA
"10241","ng","04/26/23 11:30:00  AM","",43.48,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,7680,NA,NA,5120,NA
"10242","ng","04/26/23 11:40:00  AM","",37.824,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,4096,NA,NA,5120,NA
"10243","ng","04/26/23 11:50:00  AM","",42.52,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,23552,NA,NA,5376,NA
"10245","ng","04/26/23 12:10:00  PM","",43.723,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,10240,NA,NA,5376,NA
"10246","ng","04/26/23 12:20:00  PM","",37.384,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,3328,NA,NA,5632,NA
"10247","ng","04/26/23 12:30:00  PM","",36.511,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,3456,NA,NA,5632,NA
"10248","ng","04/26/23 12:40:00  PM","",38.49,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,5632,NA,NA,5632,NA
"10249","ng","04/26/23 12:50:00  PM","",37.935,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,5376,NA,NA,5888,NA
"10251","ng","04/26/23 01:10:00  PM","",38.49,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,3072,NA,NA,6144,NA
"10252","ng","04/26/23 01:20:00  PM","",36.403,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,3584,NA,NA,6144,NA
"10253","ng","04/26/23 01:30:00  PM","",35.971,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,7936,NA,NA,6144,NA
"10254","ng","04/26/23 01:40:00  PM","",35.756,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,5376,NA,NA,6400,NA
"10255","ng","04/26/23 01:50:00  PM","",35.649,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,2560,NA,NA,6400,NA
"10257","ng","04/26/23 02:10:00  PM","",35.864,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,11264,NA,NA,6400,NA
"10258","ng","04/26/23 02:20:00  PM","",35.864,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,2432,NA,NA,6400,NA
"10259","ng","04/26/23 02:30:00  PM","",36.511,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,4352,NA,NA,6400,NA
"10260","ng","04/26/23 02:40:00  PM","",37.165,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,2816,NA,NA,6400,NA
"10261","ng","04/26/23 02:50:00  PM","",40.761,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,12288,NA,NA,6400,NA
"10263","ng","04/26/23 03:10:00  PM","",36.511,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,3200,NA,NA,6400,NA
"10264","ng","04/26/23 03:20:00  PM","",35.649,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,3968,NA,NA,6400,NA
"10265","ng","04/26/23 03:30:00  PM","",36.728,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,3328,NA,NA,6144,NA
"10266","ng","04/26/23 03:40:00  PM","",38.714,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,10752,NA,NA,6144,NA
"10267","ng","04/26/23 03:50:00  PM","",38.602,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,11264,NA,NA,5888,NA
"10269","ng","04/26/23 04:10:00  PM","",37.494,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,2048,NA,NA,5632,NA
"10270","ng","04/26/23 04:20:00  PM","",36.511,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,4864,NA,NA,5632,NA
"10271","ng","04/26/23 04:30:00  PM","",35.864,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,2048,NA,NA,5376,NA
"10272","ng","04/26/23 04:40:00  PM","",35.649,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,2176,NA,NA,5376,NA
"10273","ng","04/26/23 04:50:00  PM","",34.374,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,2560,NA,NA,5120,NA
"10275","ng","04/26/23 05:10:00  PM","",34.585,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,1472,NA,NA,4864,NA
"10276","ng","04/26/23 05:20:00  PM","",34.058,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,1472,NA,NA,4608,NA
"10277","ng","04/26/23 05:30:00  PM","",33.326,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,1472,NA,NA,4352,NA
"10278","ng","04/26/23 05:40:00  PM","",32.704,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,1152,NA,NA,4352,NA
"10279","ng","04/26/23 05:50:00  PM","",32.497,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,1152,NA,NA,4096,NA
"10281","ng","04/26/23 06:10:00  PM","",32.086,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,992,NA,NA,3584,NA
"10282","ng","04/26/23 06:20:00  PM","",32.086,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,1024,NA,NA,3072,NA
"10283","ng","04/26/23 06:30:00  PM","",31.88,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,960,NA,NA,2304,NA
"10284","ng","04/26/23 06:40:00  PM","",30.963,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,704,NA,NA,864,NA
"10285","ng","04/26/23 06:50:00  PM","",30.054,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,608,NA,NA,768,NA
"10287","ng","04/26/23 07:10:00  PM","",29.053,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,368,NA,NA,304,NA
"10288","ng","04/26/23 07:20:00  PM","",25.61,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,109,NA,NA,125,NA
"10289","ng","04/26/23 07:30:00  PM","",23.1,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,35,NA,NA,42,NA
"10290","ng","04/26/23 07:40:00  PM","",21.855,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,7,NA,NA,10,NA
"10291","ng","04/26/23 07:50:00  PM","",21.187,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,0,NA,NA,1,NA
"10293","ng","04/26/23 08:10:00  PM","",20.424,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,0,NA,NA,0,NA
"10294","ng","04/26/23 08:20:00  PM","",20.805,NA,10597559,35.85306,-116.18394,"Mojave","Tecopa","HOBO",6,0,NA,NA,0,NA
