"researcher","hourdate_HOBO","hour_ELITECH","intensity","humidity","pendant_id","lat","long","region","site_code","sensor_pendant","rep","temp.Ephedra californica","temp.triangle","temp.square","temp.open"
"ng","05/13/23 11:00:00  AM","",2304,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,40.761,34.058,37.824,38.938
"ng","05/13/23 12:00:00  PM","",7936,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,46.979,35.222,37.714,42.758
"ng","05/13/23 01:00:00  PM","",9728,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,51.014,36.187,38.157,46.21
"ng","05/13/23 02:00:00  PM","",11264,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,54.206,37.274,38.046,50.874
"ng","05/13/23 03:00:00  PM","",11776,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,55.58,38.268,37.274,51.863
"ng","05/13/23 04:00:00  PM","",11776,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,55.117,38.826,36.079,51.154
"ng","05/13/23 05:00:00  PM","",8704,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,51.72,37.494,35.328,48.687
"ng","05/13/23 06:00:00  PM","",2048,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,43.723,34.903,33.953,43.844
"ng","05/13/23 07:00:00  PM","",1152,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,31.064,30.76,28.853,34.903
"ng","05/13/23 08:00:00  PM","",37,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,19.662,23.1,22.238,19.948
"ng","05/13/23 09:00:00  PM","",0,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,14.996,20.043,19.662,15.378
"ng","05/13/23 10:00:00  PM","",0,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,12.883,18.236,18.045,14.709
"ng","05/13/23 11:00:00  PM","",0,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,13.076,18.045,18.426,13.654
"ng","05/14/23 12:00:00  AM","",0,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,12.207,16.141,16.046,12.98
"ng","05/14/23 01:00:00  AM","",0,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,10.944,15.473,15.378,12.98
"ng","05/14/23 02:00:00  AM","",0,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,10.455,14.9,15.187,12.883
"ng","05/14/23 03:00:00  AM","",0,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,10.063,14.517,14.421,12.497
"ng","05/14/23 04:00:00  AM","",0,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,10.357,14.613,15.569,12.594
"ng","05/14/23 05:00:00  AM","",0,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,9.965,13.654,13.365,12.883
"ng","05/14/23 06:00:00  AM","",58,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,8.779,12.497,12.304,11.625
"ng","05/14/23 07:00:00  AM","",384,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,12.69,22.717,27.665,20.424
"ng","05/14/23 08:00:00  AM","",704,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,19.567,31.983,42.998,31.983
"ng","05/14/23 09:00:00  AM","",3072,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,31.983,36.403,48.821,38.268
"ng","05/14/23 10:00:00  AM","",3072,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,37.714,36.511,50.734,39.729
"ng","05/14/23 11:00:00  AM","",2688,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,40.415,36.946,42.52,42.401
"ng","05/14/23 12:00:00  PM","",8192,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,44.58,38.046,41.81,42.998
"ng","05/14/23 01:00:00  PM","",6912,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,45.577,38.157,41.108,47.76
"ng","05/14/23 02:00:00  PM","",11264,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,46.593,39.389,40.415,47.76
"ng","05/14/23 03:00:00  PM","",11264,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,47.238,39.729,38.826,49.36
"ng","05/14/23 04:00:00  PM","",10240,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,45.577,39.843,36.946,51.154
"ng","05/14/23 05:00:00  PM","",4096,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,43.601,38.938,36.403,47.76
"ng","05/14/23 06:00:00  PM","",9216,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,41.575,37.604,35.222,42.998
"ng","05/14/23 07:00:00  PM","",2048,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,31.472,33.743,30.558,34.268
"ng","05/14/23 08:00:00  PM","",41,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,21.473,23.388,21.951,20.329
"ng","05/14/23 09:00:00  PM","",0,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,12.401,17.284,16.332,16.427
"ng","05/14/23 10:00:00  PM","",0,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,10.357,15.378,14.804,12.787
"ng","05/14/23 11:00:00  PM","",0,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,9.176,14.038,13.942,11.236
"ng","05/15/23 12:00:00  AM","",0,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,8.779,14.325,14.613,9.176
"ng","05/15/23 01:00:00  AM","",0,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,7.782,11.625,10.944,9.077
"ng","05/15/23 02:00:00  AM","",0,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,7.079,11.528,11.431,7.682
"ng","05/15/23 03:00:00  AM","",0,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,6.573,11.625,11.722,5.244
"ng","05/15/23 04:00:00  AM","",0,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,5.86,10.259,10.357,5.962
"ng","05/15/23 05:00:00  AM","",0,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,5.347,9.866,9.373,6.471
"ng","05/15/23 06:00:00  AM","",65,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,5.347,9.472,9.077,6.775
"ng","05/15/23 07:00:00  AM","",384,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,10.748,20.901,28.456,18.711
"ng","05/15/23 08:00:00  AM","",576,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,16.903,26.097,34.903,26.39
"ng","05/15/23 09:00:00  AM","",2176,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,28.655,30.457,40.645,39.843
"ng","05/15/23 10:00:00  AM","",2688,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,34.585,33.535,40.415,41.575
"ng","05/15/23 11:00:00  AM","",3072,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,42.046,35.649,39.615,45.076
"ng","05/15/23 12:00:00  PM","",9216,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,48.155,37.055,40.071,45.076
"ng","05/15/23 01:00:00  PM","",11264,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,53.461,38.49,40.53,49.632
"ng","05/15/23 02:00:00  PM","",5120,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,54.206,38.49,39.389,42.52
"ng","05/15/23 03:00:00  PM","",10752,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,52.582,38.268,37.935,48.687
"ng","05/15/23 04:00:00  PM","",5376,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,41.692,34.058,34.796,40.645
"ng","05/15/23 05:00:00  PM","",10752,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,50.456,37.824,37.055,43.844
"ng","05/15/23 06:00:00  PM","",2432,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,34.903,31.676,31.268,48.288
"ng","05/15/23 07:00:00  PM","",1024,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,29.853,29.652,29.252,33.222
"ng","05/15/23 08:00:00  PM","",69,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,19.948,24.158,23.677,17.475
"ng","05/15/23 09:00:00  PM","",0,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,15.091,19.662,19.092,15.282
"ng","05/15/23 10:00:00  PM","",0,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,12.69,17.475,17.475,13.558
"ng","05/15/23 11:00:00  PM","",0,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,11.819,16.523,16.332,13.75
"ng","05/16/23 12:00:00  AM","",0,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,10.944,15.282,14.996,13.269
"ng","05/16/23 01:00:00  AM","",0,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,10.455,15.473,15.378,11.916
"ng","05/16/23 02:00:00  AM","",0,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,10.259,14.23,13.654,12.98
"ng","05/16/23 03:00:00  AM","",0,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,10.944,15.378,15.282,11.139
"ng","05/16/23 04:00:00  AM","",0,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,9.077,13.654,13.365,13.173
"ng","05/16/23 05:00:00  AM","",0,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,10.651,14.517,14.23,13.173
"ng","05/16/23 06:00:00  AM","",58,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,11.236,14.709,14.709,11.916
"ng","05/16/23 07:00:00  AM","",368,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,15.569,22.046,26.585,19.662
"ng","05/16/23 08:00:00  AM","",768,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,21.282,29.652,38.714,30.862
"ng","05/16/23 09:00:00  AM","",1920,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,30.457,31.37,41.458,30.963
"ng","05/16/23 10:00:00  AM","",2688,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,37.165,34.268,48.821,37.165
"ng","05/16/23 11:00:00  AM","",5632,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,34.903,31.574,34.903,38.268
"ng","05/16/23 12:00:00  PM","",9728,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,44.334,33.743,37.165,44.457
"ng","05/16/23 01:00:00  PM","",10240,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,50.595,36.295,39.729,46.979
"ng","05/16/23 02:00:00  PM","",11264,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,53.313,37.384,38.379,50.318
"ng","05/16/23 03:00:00  PM","",11776,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,56.047,38.49,37.384,52.582
"ng","05/16/23 04:00:00  PM","",11776,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,55.735,39.05,36.187,51.154
"ng","05/16/23 05:00:00  PM","",10752,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,52.727,38.714,36.511,49.36
"ng","05/16/23 06:00:00  PM","",8704,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,46.979,36.295,35.971,45.076
"ng","05/16/23 07:00:00  PM","",3968,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,34.691,32.497,31.268,36.837
"ng","05/16/23 08:00:00  PM","",76,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,23.1,26,25.416,20.805
"ng","05/16/23 09:00:00  PM","",0,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,17.76,21.664,20.329,18.331
"ng","05/16/23 10:00:00  PM","",0,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,13.654,18.521,18.14,15.282
"ng","05/16/23 11:00:00  PM","",0,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,13.846,18.521,18.045,13.942
"ng","05/17/23 12:00:00  AM","",0,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,11.916,16.332,15.855,12.787
"ng","05/17/23 01:00:00  AM","",0,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,11.431,15.76,15.473,13.75
"ng","05/17/23 02:00:00  AM","",0,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,10.944,14.996,14.996,12.304
"ng","05/17/23 03:00:00  AM","",0,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,10.455,14.613,14.134,12.304
"ng","05/17/23 04:00:00  AM","",0,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,8.779,13.461,12.883,12.594
"ng","05/17/23 05:00:00  AM","",0,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,8.68,14.134,13.558,11.722
"ng","05/17/23 06:00:00  AM","",66,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,8.581,14.421,14.709,11.528
"ng","05/17/23 07:00:00  AM","",368,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,12.787,24.738,28.853,21.378
"ng","05/17/23 08:00:00  AM","",704,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,21.664,31.88,41.928,32.807
"ng","05/17/23 09:00:00  AM","",2048,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,32.497,35.009,49.225,38.157
"ng","05/17/23 10:00:00  AM","",2816,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,39.163,36.403,50.318,39.957
"ng","05/17/23 11:00:00  AM","",2688,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,43.238,36.511,42.639,43.723
"ng","05/17/23 12:00:00  PM","",8192,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,49.09,37.824,42.758,45.956
"ng","05/17/23 01:00:00  PM","",10240,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,52.582,38.49,42.046,48.288
"ng","05/17/23 02:00:00  PM","",11776,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,56.679,39.163,40.645,51.014
"ng","05/17/23 03:00:00  PM","",11776,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,57.158,39.276,38.046,50.874
"ng","05/17/23 04:00:00  PM","",11776,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,56.679,39.957,37.494,51.863
"ng","05/17/23 05:00:00  PM","",10752,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,52.006,38.826,37.604,49.09
"ng","05/17/23 06:00:00  PM","",8192,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,47.238,37.055,36.946,45.829
"ng","05/17/23 07:00:00  PM","",1984,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,34.585,33.118,31.778,36.62
"ng","05/17/23 08:00:00  PM","",62,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,23.677,26.683,26.195,23.1
"ng","05/17/23 09:00:00  PM","",0,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,21.951,25.513,24.835,18.331
"ng","05/17/23 10:00:00  PM","",0,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,17.284,21.091,20.043,16.618
"ng","05/17/23 11:00:00  PM","",0,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,12.69,17.57,17.189,14.038
"ng","05/18/23 12:00:00  AM","",0,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,12.69,19.187,18.616,13.654
"ng","05/18/23 01:00:00  AM","",0,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,11.139,16.427,16.141,12.69
"ng","05/18/23 02:00:00  AM","",0,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,11.334,16.808,16.713,12.883
"ng","05/18/23 03:00:00  AM","",0,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,11.041,16.618,16.808,12.401
"ng","05/18/23 04:00:00  AM","",0,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,10.553,15.951,15.569,11.334
"ng","05/18/23 05:00:00  AM","",0,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,10.259,15.664,15.473,10.553
"ng","05/18/23 06:00:00  AM","",72,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,8.779,12.497,11.916,11.528
"ng","05/18/23 07:00:00  AM","",384,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,13.076,23.966,31.676,22.621
"ng","05/18/23 08:00:00  AM","",704,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,22.812,31.676,39.05,33.014
"ng","05/18/23 09:00:00  AM","",2432,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,32.911,35.435,46.722,39.05
"ng","05/18/23 10:00:00  AM","",3456,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,40.071,37.384,47.629,40.876
"ng","05/18/23 11:00:00  AM","",3456,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,43.723,36.946,43.601,37.714
"ng","05/18/23 12:00:00  PM","",8704,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,49.768,37.714,40.071,25.902
"ng","05/18/23 01:00:00  PM","",10752,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,53.166,38.379,40.3,23.1
"ng","05/18/23 02:00:00  PM","",11776,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,55.891,38.268,39.615,NA
"ng","05/18/23 03:00:00  PM","",12288,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,56.838,39.05,38.49,NA
"ng","05/18/23 04:00:00  PM","",12288,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,56.679,39.163,37.055,NA
"ng","05/18/23 05:00:00  PM","",11264,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,53.019,38.938,36.946,NA
"ng","05/18/23 06:00:00  PM","",8704,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,48.421,37.055,36.837,NA
"ng","05/18/23 07:00:00  PM","",2560,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,35.115,33.639,32.291,NA
"ng","05/18/23 08:00:00  PM","",65,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,20.519,25.125,24.351,NA
"ng","05/18/23 09:00:00  PM","",0,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,15.473,19.187,19.662,NA
"ng","05/18/23 10:00:00  PM","",0,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,13.076,17.475,16.427,NA
"ng","05/18/23 11:00:00  PM","",0,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,11.819,16.332,15.951,NA
"ng","05/19/23 12:00:00  AM","",0,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,10.259,15.091,14.804,NA
"ng","05/19/23 01:00:00  AM","",0,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,9.571,14.517,14.134,NA
"ng","05/19/23 02:00:00  AM","",0,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,9.472,14.134,13.654,NA
"ng","05/19/23 03:00:00  AM","",0,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,8.082,11.819,11.236,NA
"ng","05/19/23 04:00:00  AM","",0,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,7.179,11.431,10.944,NA
"ng","05/19/23 05:00:00  AM","",0,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,6.775,11.139,10.748,NA
"ng","05/19/23 06:00:00  AM","",76,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,7.079,11.819,11.528,NA
"ng","05/19/23 07:00:00  AM","",368,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,11.722,23.196,30.963,NA
"ng","05/19/23 08:00:00  AM","",704,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,18.901,30.558,39.957,NA
"ng","05/19/23 09:00:00  AM","",2944,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,30.862,33.014,46.465,NA
"ng","05/19/23 10:00:00  AM","",4096,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,39.276,34.903,46.593,NA
"ng","05/19/23 11:00:00  AM","",3,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,35.756,37.384,37.824,NA
"ng","05/19/23 12:00:00  PM","",12,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,23.773,27.468,25.513,NA
"ng","05/19/23 01:00:00  PM","",13,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,22.525,23.869,23.1,NA
"ng","05/19/23 02:00:00  PM","",14,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,23.004,23.196,23.1,NA
"ng","05/19/23 03:00:00  PM","",13,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,23.292,23.196,23.388,NA
"ng","05/19/23 04:00:00  PM","",13,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,23.484,23.196,23.677,NA
"ng","05/19/23 05:00:00  PM","",1,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,20.996,22.142,21.855,NA
"ng","04/20/23 03:30:00  PM","",1536,NA,20597562,35.11946,-119.62982,"San Joaquin","Carrizo_4","HOBO",4,25.61,NA,23.966,NA
"ng","04/20/23 04:30:00  PM","",800,NA,20597562,35.11946,-119.62982,"San Joaquin","Carrizo_4","HOBO",4,20.901,NA,25.028,NA
"ng","04/20/23 05:30:00  PM","",768,NA,20597562,35.11946,-119.62982,"San Joaquin","Carrizo_4","HOBO",4,19.092,NA,23.196,NA
"ng","04/20/23 06:30:00  PM","",496,NA,20597562,35.11946,-119.62982,"San Joaquin","Carrizo_4","HOBO",4,16.808,NA,20.329,NA
"ng","04/20/23 07:30:00  PM","",43,NA,20597562,35.11946,-119.62982,"San Joaquin","Carrizo_4","HOBO",4,10.161,NA,10.748,NA
"ng","04/20/23 08:30:00  PM","",0,NA,20597562,35.11946,-119.62982,"San Joaquin","Carrizo_4","HOBO",4,5.757,NA,5.552,NA
"ng","04/20/23 09:30:00  PM","",0,NA,20597562,35.11946,-119.62982,"San Joaquin","Carrizo_4","HOBO",4,6.166,NA,5.757,NA
"ng","04/20/23 10:30:00  PM","",0,NA,20597562,35.11946,-119.62982,"San Joaquin","Carrizo_4","HOBO",4,6.166,NA,5.962,NA
"ng","04/20/23 11:30:00  PM","",0,NA,20597562,35.11946,-119.62982,"San Joaquin","Carrizo_4","HOBO",4,4.311,NA,4.207,NA
"ng","04/21/23 12:30:00  AM","",0,NA,20597562,35.11946,-119.62982,"San Joaquin","Carrizo_4","HOBO",4,5.347,NA,5.141,NA
"ng","04/21/23 01:30:00  AM","",0,NA,20597562,35.11946,-119.62982,"San Joaquin","Carrizo_4","HOBO",4,5.552,NA,5.141,NA
"ng","04/21/23 02:30:00  AM","",0,NA,20597562,35.11946,-119.62982,"San Joaquin","Carrizo_4","HOBO",4,5.655,NA,5.45,NA
"ng","04/21/23 03:30:00  AM","",0,NA,20597562,35.11946,-119.62982,"San Joaquin","Carrizo_4","HOBO",4,3.367,NA,2.837,NA
"ng","04/21/23 04:30:00  AM","",0,NA,20597562,35.11946,-119.62982,"San Joaquin","Carrizo_4","HOBO",4,2.73,NA,2.943,NA
"ng","04/21/23 05:30:00  AM","",0,NA,20597562,35.11946,-119.62982,"San Joaquin","Carrizo_4","HOBO",4,3.788,NA,3.367,NA
"ng","04/21/23 06:30:00  AM","",72,NA,20597562,35.11946,-119.62982,"San Joaquin","Carrizo_4","HOBO",4,4.727,NA,4.831,NA
"ng","04/21/23 07:30:00  AM","",3456,NA,20597562,35.11946,-119.62982,"San Joaquin","Carrizo_4","HOBO",4,16.237,NA,15.855,NA
"ng","04/21/23 08:30:00  AM","",2432,NA,20597562,35.11946,-119.62982,"San Joaquin","Carrizo_4","HOBO",4,20.805,NA,35.009,NA
"ng","04/21/23 09:30:00  AM","",2048,NA,20597562,35.11946,-119.62982,"San Joaquin","Carrizo_4","HOBO",4,20.138,NA,35.864,NA
"ng","04/21/23 10:30:00  AM","",2048,NA,20597562,35.11946,-119.62982,"San Joaquin","Carrizo_4","HOBO",4,21.664,NA,38.268,NA
"ng","04/21/23 11:30:00  AM","",1792,NA,20597562,35.11946,-119.62982,"San Joaquin","Carrizo_4","HOBO",4,23.004,NA,27.468,NA
"ng","04/21/23 12:30:00  PM","",1664,NA,20597562,35.11946,-119.62982,"San Joaquin","Carrizo_4","HOBO",4,25.028,NA,27.665,NA
"ng","04/21/23 01:30:00  PM","",1984,NA,20597562,35.11946,-119.62982,"San Joaquin","Carrizo_4","HOBO",4,27.272,NA,26.488,NA
"ng","04/21/23 02:30:00  PM","",2176,NA,20597562,35.11946,-119.62982,"San Joaquin","Carrizo_4","HOBO",4,32.6,NA,27.075,NA
"ng","04/21/23 03:30:00  PM","",1216,NA,20597562,35.11946,-119.62982,"San Joaquin","Carrizo_4","HOBO",4,27.468,NA,26.977,NA
