"","X","researcher","hourdate_HOBO","hour_ELITECH","temp","humidity","pendant_id","lat","long","region","site_code","sensor_pendant","rep","intensity.Ephedra.californica","intensity.triangle","intensity.square","intensity.open"
"474",474,"ng","2005-10-23 8:00","",11.916,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,1664,4608,12288,2304
"475",475,"ng","2005-10-23 9:00","",18.236,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,3328,5632,17408,2688
"476",476,"ng","2005-10-23 10:00","",24.641,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,2560,6400,15360,2432
"477",477,"ng","2005-10-23 11:00","",28.357,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,3584,5632,6144,2688
"478",478,"ng","2005-10-23 12:00","",35.542,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,5888,3072,5888,2304
"479",479,"ng","2005-10-23 13:00","",39.843,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,3584,2304,2816,1024
"480",480,"ng","2005-10-23 14:00","",42.878,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,10752,2816,2688,432
"481",481,"ng","2005-10-23 15:00","",46.593,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,11776,3968,2304,2688
"482",482,"ng","2005-10-23 16:00","",46.21,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,11264,3456,1984,2432
"483",483,"ng","2005-10-23 17:00","",43.723,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,7168,3968,1856,2176
"484",484,"ng","2005-10-23 18:00","",37.274,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,7424,2432,1920,1600
"485",485,"ng","2005-10-23 19:00","",22.621,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,1920,1856,608,672
"486",486,"ng","2005-10-23 20:00","",12.401,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,29,21,19,8
"487",487,"ng","2005-10-23 21:00","",9.669,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,0,0,0,0
"488",488,"ng","2005-10-23 22:00","",5.347,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,0,0,0,0
"489",489,"ng","2005-10-23 23:00","",2.943,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,0,0,0,0
"490",490,"ng","2005-11-23 0:00","",1.872,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,0,0,0,0
"491",491,"ng","2005-11-23 1:00","",1.221,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,0,0,0,0
"492",492,"ng","2005-11-23 2:00","",0.563,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,0,0,0,0
"493",493,"ng","2005-11-23 3:00","",0.232,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,0,0,0,0
"494",494,"ng","2005-11-23 4:00","",-0.102,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,0,0,0,0
"495",495,"ng","2005-11-23 5:00","",1.112,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,0,0,0,0
"496",496,"ng","2005-11-23 6:00","",0.343,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,45,56,120,21
"497",497,"ng","2005-11-23 7:00","",4.415,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,336,3200,11264,864
"498",498,"ng","2005-11-23 8:00","",9.866,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,672,4352,16384,1280
"499",499,"ng","2005-11-23 9:00","",21.569,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,3456,5120,17408,1920
"500",500,"ng","2005-11-23 10:00","",29.152,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,3072,4608,15360,2432
"501",501,"ng","2005-11-23 11:00","",31.268,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,2304,4352,4352,2560
"502",502,"ng","2005-11-23 12:00","",37.165,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,7936,3840,6912,2816
"503",503,"ng","2005-11-23 13:00","",40.185,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,9728,2944,5120,2688
"504",504,"ng","2005-11-23 14:00","",43.844,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,10752,3200,2816,2688
"505",505,"ng","2005-11-23 15:00","",45.956,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,11264,3584,2304,2688
"506",506,"ng","2005-11-23 16:00","",46.465,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,11264,3584,2048,2560
"507",507,"ng","2005-11-23 17:00","",43.359,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,10240,3840,1792,2176
"508",508,"ng","2005-11-23 18:00","",39.163,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,8704,3200,1856,1600
"509",509,"ng","2005-11-23 19:00","",23.581,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,2688,1920,608,800
"510",510,"ng","2005-11-23 20:00","",13.846,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,33,23,20,9
"511",511,"ng","2005-11-23 21:00","",10.357,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,0,0,0,0
"512",512,"ng","2005-11-23 22:00","",6.471,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,0,0,0,0
"513",513,"ng","2005-11-23 23:00","",5.141,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,0,0,0,0
"514",514,"ng","2005-12-23 0:00","",4.831,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,0,0,0,0
"515",515,"ng","2005-12-23 1:00","",5.45,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,0,0,0,0
"516",516,"ng","2005-12-23 2:00","",6.775,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,0,0,0,0
"517",517,"ng","2005-12-23 3:00","",3.893,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,0,0,0,0
"518",518,"ng","2005-12-23 4:00","",3.788,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,0,0,0,0
"519",519,"ng","2005-12-23 5:00","",3.049,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,0,0,0,0
"520",520,"ng","2005-12-23 6:00","",3.578,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,48,63,136,23
"521",521,"ng","2005-12-23 7:00","",7.983,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,352,2816,11264,960
"522",522,"ng","2005-12-23 8:00","",14.613,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,704,3968,16384,1152
"523",523,"ng","2005-12-23 9:00","",24.738,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,2560,2560,17408,2176
"524",524,"ng","2005-12-23 10:00","",31.37,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,2688,2304,15360,2432
"525",525,"ng","2005-12-23 11:00","",35.542,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,2304,2048,4352,2560
"526",526,"ng","2005-12-23 12:00","",41.458,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,7936,2432,5632,2816
"527",527,"ng","2005-12-23 13:00","",45.076,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,9216,2944,4864,2688
"528",528,"ng","2005-12-23 14:00","",47.76,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,10752,4608,2944,2688
"529",529,"ng","2005-12-23 15:00","",49.905,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,11264,6400,2304,2688
"530",530,"ng","2005-12-23 16:00","",48.554,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,9216,7168,2048,2560
"531",531,"ng","2005-12-23 17:00","",46.465,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,10752,6400,1792,2304
"532",532,"ng","2005-12-23 18:00","",42.282,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,8192,5632,1984,1728
"533",533,"ng","2005-12-23 19:00","",26.977,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,1280,3200,608,800
"534",534,"ng","2005-12-23 20:00","",15.855,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,35,32,23,10
"535",535,"ng","2005-12-23 21:00","",12.013,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,0,0,0,0
"536",536,"ng","2005-12-23 22:00","",9.077,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,0,0,0,0
"537",537,"ng","2005-12-23 23:00","",8.779,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,0,0,0,0
"538",538,"ng","05/13/23 12:00:00  AM","",8.68,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,0,0,0,0
"539",539,"ng","05/13/23 01:00:00  AM","",8.282,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,0,0,0,0
"540",540,"ng","05/13/23 02:00:00  AM","",8.182,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,0,0,0,0
"541",541,"ng","05/13/23 03:00:00  AM","",6.775,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,0,0,0,0
"542",542,"ng","05/13/23 04:00:00  AM","",7.682,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,0,0,0,0
"543",543,"ng","05/13/23 05:00:00  AM","",6.471,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,0,0,0,0
"544",544,"ng","05/13/23 06:00:00  AM","",6.471,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,53,54,160,27
"545",545,"ng","05/13/23 07:00:00  AM","",10.651,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,352,1600,11776,800
"546",546,"ng","05/13/23 08:00:00  AM","",17.95,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,704,2176,17408,1728
"547",547,"ng","05/13/23 09:00:00  AM","",28.357,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,2048,2304,18432,2304
"548",548,"ng","05/13/23 10:00:00  AM","",36.079,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,2304,2176,15360,2560
"549",549,"ng","05/13/23 11:00:00  AM","",40.761,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,2304,2048,4864,2688
"550",550,"ng","05/13/23 12:00:00  PM","",46.979,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,7936,2560,4864,2816
"551",551,"ng","05/13/23 01:00:00  PM","",51.014,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,9728,3328,5120,2688
"552",552,"ng","05/13/23 02:00:00  PM","",54.206,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,11264,4352,3072,2688
"553",553,"ng","05/13/23 03:00:00  PM","",55.58,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,11776,6656,2304,2816
"554",554,"ng","05/13/23 04:00:00  PM","",55.117,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,11776,7936,1984,2688
"555",555,"ng","05/13/23 05:00:00  PM","",51.72,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,8704,8192,1792,2176
"556",556,"ng","05/13/23 06:00:00  PM","",43.723,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,2048,2688,1536,1600
"557",557,"ng","05/13/23 07:00:00  PM","",31.064,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,1152,2560,608,768
"558",558,"ng","05/13/23 08:00:00  PM","",19.662,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,37,33,25,10
"559",559,"ng","05/13/23 09:00:00  PM","",14.996,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,0,0,0,0
"560",560,"ng","05/13/23 10:00:00  PM","",12.883,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,0,0,0,0
"561",561,"ng","05/13/23 11:00:00  PM","",13.076,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,0,0,0,0
"562",562,"ng","05/14/23 12:00:00  AM","",12.207,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,0,0,0,0
"563",563,"ng","05/14/23 01:00:00  AM","",10.944,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,0,0,0,0
"564",564,"ng","05/14/23 02:00:00  AM","",10.455,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,0,0,0,0
"565",565,"ng","05/14/23 03:00:00  AM","",10.063,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,0,0,0,0
"566",566,"ng","05/14/23 04:00:00  AM","",10.357,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,0,0,0,0
"567",567,"ng","05/14/23 05:00:00  AM","",9.965,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,0,0,0,0
"568",568,"ng","05/14/23 06:00:00  AM","",8.779,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,58,56,168,32
"569",569,"ng","05/14/23 07:00:00  AM","",12.69,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,384,1536,10752,1024
"570",570,"ng","05/14/23 08:00:00  AM","",19.567,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,704,2176,17408,1792
"571",571,"ng","05/14/23 09:00:00  AM","",31.983,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,3072,2304,18432,2432
"572",572,"ng","05/14/23 10:00:00  AM","",37.714,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,3072,2176,15872,2560
"573",573,"ng","05/14/23 11:00:00  AM","",40.415,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,2688,1984,5376,2688
"574",574,"ng","05/14/23 12:00:00  PM","",44.58,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,8192,2176,6144,2816
"575",575,"ng","05/14/23 01:00:00  PM","",45.577,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,6912,3200,5888,2688
"576",576,"ng","05/14/23 02:00:00  PM","",46.593,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,11264,4352,3200,2688
"577",577,"ng","05/14/23 03:00:00  PM","",47.238,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,11264,8192,2688,2816
"578",578,"ng","05/14/23 04:00:00  PM","",45.577,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,10240,7168,2432,2688
"579",579,"ng","05/14/23 05:00:00  PM","",43.601,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,4096,7424,2304,2432
"580",580,"ng","05/14/23 06:00:00  PM","",41.575,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,9216,7424,2176,1728
"581",581,"ng","05/14/23 07:00:00  PM","",31.472,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,2048,4096,800,864
"582",582,"ng","05/14/23 08:00:00  PM","",21.473,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,41,38,27,12
"583",583,"ng","05/14/23 09:00:00  PM","",12.401,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,0,0,0,0
"584",584,"ng","05/14/23 10:00:00  PM","",10.357,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,0,0,0,0
"585",585,"ng","05/14/23 11:00:00  PM","",9.176,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,0,0,0,0
"586",586,"ng","05/15/23 12:00:00  AM","",8.779,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,0,0,0,0
"587",587,"ng","05/15/23 01:00:00  AM","",7.782,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,0,0,0,0
"588",588,"ng","05/15/23 02:00:00  AM","",7.079,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,0,0,0,0
"589",589,"ng","05/15/23 03:00:00  AM","",6.573,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,0,0,0,0
"590",590,"ng","05/15/23 04:00:00  AM","",5.86,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,0,0,0,0
"591",591,"ng","05/15/23 05:00:00  AM","",5.347,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,0,0,0,0
"592",592,"ng","05/15/23 06:00:00  AM","",5.347,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,65,60,192,32
"593",593,"ng","05/15/23 07:00:00  AM","",10.748,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,384,1536,12288,960
"594",594,"ng","05/15/23 08:00:00  AM","",16.903,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,576,1088,8192,1728
"595",595,"ng","05/15/23 09:00:00  AM","",28.655,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,2176,1472,9728,2944
"596",596,"ng","05/15/23 10:00:00  AM","",34.585,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,2688,1920,11776,2816
"597",597,"ng","05/15/23 11:00:00  AM","",42.046,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,3072,2048,6656,2944
"598",598,"ng","05/15/23 12:00:00  PM","",48.155,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,9216,2816,7680,3072
"599",599,"ng","05/15/23 01:00:00  PM","",53.461,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,11264,3968,7424,3328
"600",600,"ng","05/15/23 02:00:00  PM","",54.206,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,5120,2560,2816,1600
"601",601,"ng","05/15/23 03:00:00  PM","",52.582,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,10752,6656,3968,1984
"602",602,"ng","05/15/23 04:00:00  PM","",41.692,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,5376,2944,3072,1728
"603",603,"ng","05/15/23 05:00:00  PM","",50.456,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,10752,9216,2816,2048
"604",604,"ng","05/15/23 06:00:00  PM","",34.903,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,2432,1920,1216,1984
"605",605,"ng","05/15/23 07:00:00  PM","",29.853,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,1024,1536,672,416
"606",606,"ng","05/15/23 08:00:00  PM","",19.948,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,69,58,43,20
"607",607,"ng","05/15/23 09:00:00  PM","",15.091,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,0,0,0,0
"608",608,"ng","05/15/23 10:00:00  PM","",12.69,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,0,0,0,0
"609",609,"ng","05/15/23 11:00:00  PM","",11.819,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,0,0,0,0
"610",610,"ng","05/16/23 12:00:00  AM","",10.944,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,0,0,0,0
"611",611,"ng","05/16/23 01:00:00  AM","",10.455,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,0,0,0,0
"612",612,"ng","05/16/23 02:00:00  AM","",10.259,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,0,0,0,0
"613",613,"ng","05/16/23 03:00:00  AM","",10.944,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,0,0,0,0
"614",614,"ng","05/16/23 04:00:00  AM","",9.077,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,0,0,0,0
"615",615,"ng","05/16/23 05:00:00  AM","",10.651,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,0,0,0,0
"616",616,"ng","05/16/23 06:00:00  AM","",11.236,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,58,49,144,25
"617",617,"ng","05/16/23 07:00:00  AM","",15.569,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,368,1728,12288,704
"618",618,"ng","05/16/23 08:00:00  AM","",21.282,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,768,2304,17408,1664
"619",619,"ng","05/16/23 09:00:00  AM","",30.457,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,1920,2304,17408,672
"620",620,"ng","05/16/23 10:00:00  AM","",37.165,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,2688,2304,16384,3072
"621",621,"ng","05/16/23 11:00:00  AM","",34.903,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,5632,2176,5120,3328
"622",622,"ng","05/16/23 12:00:00  PM","",44.334,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,9728,2816,5888,2944
"623",623,"ng","05/16/23 01:00:00  PM","",50.595,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,10240,3072,4352,2688
"624",624,"ng","05/16/23 02:00:00  PM","",53.313,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,11264,3968,3072,2688
"625",625,"ng","05/16/23 03:00:00  PM","",56.047,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,11776,5376,2304,2688
"626",626,"ng","05/16/23 04:00:00  PM","",55.735,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,11776,6912,1984,2560
"627",627,"ng","05/16/23 05:00:00  PM","",52.727,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,10752,6912,1984,2176
"628",628,"ng","05/16/23 06:00:00  PM","",46.979,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,8704,5632,2176,1792
"629",629,"ng","05/16/23 07:00:00  PM","",34.691,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,3968,3712,1024,960
"630",630,"ng","05/16/23 08:00:00  PM","",23.1,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,76,57,40,17
"631",631,"ng","05/16/23 09:00:00  PM","",17.76,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,0,0,0,0
"632",632,"ng","05/16/23 10:00:00  PM","",13.654,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,0,0,0,0
"633",633,"ng","05/16/23 11:00:00  PM","",13.846,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,0,0,0,0
"634",634,"ng","05/17/23 12:00:00  AM","",11.916,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,0,0,0,0
"635",635,"ng","05/17/23 01:00:00  AM","",11.431,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,0,0,0,0
"636",636,"ng","05/17/23 02:00:00  AM","",10.944,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,0,0,0,0
"637",637,"ng","05/17/23 03:00:00  AM","",10.455,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,0,0,0,0
"638",638,"ng","05/17/23 04:00:00  AM","",8.779,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,0,0,0,0
"639",639,"ng","05/17/23 05:00:00  AM","",8.68,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,0,0,0,0
"640",640,"ng","05/17/23 06:00:00  AM","",8.581,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,66,62,168,37
"641",641,"ng","05/17/23 07:00:00  AM","",12.787,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,368,1600,12288,2304
"642",642,"ng","05/17/23 08:00:00  AM","",21.664,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,704,2176,17408,2688
"643",643,"ng","05/17/23 09:00:00  AM","",32.497,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,2048,2176,18432,2816
"644",644,"ng","05/17/23 10:00:00  AM","",39.163,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,2816,2176,15360,2688
"645",645,"ng","05/17/23 11:00:00  AM","",43.238,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,2688,2048,5632,2688
"646",646,"ng","05/17/23 12:00:00  PM","",49.09,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,8192,2432,5120,2688
"647",647,"ng","05/17/23 01:00:00  PM","",52.582,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,10240,3200,6656,2560
"648",648,"ng","05/17/23 02:00:00  PM","",56.679,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,11776,4352,3328,2432
"649",649,"ng","05/17/23 03:00:00  PM","",57.158,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,11776,6656,2304,2432
