pendant.OMEGA,shelter.open,rep,fabric,date,temp.omega,humidity,percent.germination.phaclia ,percent.germination.buckhorn,percent.germination.tidytips,day,trial 
15491,shelter,1,canvas,2021-03-12,21.4645,26.4805,15,0,,12,1
15491,shelter,1,canvas,2021-03-12,21.5072,24.7959,15,0,,12,1
15491,shelter,1,canvas,2021-03-12,21.5766,23.1571,15,0,,12,1
15491,shelter,1,canvas,2021-03-12,21.6781,22.3117,15,0,,12,1
15491,shelter,1,canvas,2021-03-12,21.6194,21.2436,15,0,,12,1
15491,shelter,1,canvas,2021-03-12,21.6781,20.9537,15,0,,12,1
15491,shelter,1,canvas,2021-03-12,21.6514,20.6729,15,0,,12,1
15491,shelter,1,canvas,2021-03-12,21.5927,20.3281,15,0,,12,1
15491,shelter,1,canvas,2021-03-12,21.6781,20.1816,15,0,,12,1
15491,shelter,1,canvas,2021-03-13,21.7208,20.1389,15,0,,13,1
15491,shelter,1,canvas,2021-03-13,21.6781,20.2152,15,0,,13,1
15491,shelter,1,canvas,2021-03-13,21.6781,20.1968,15,0,,13,1
15491,shelter,1,canvas,2021-03-13,21.6087,20.1785,15,0,,13,1
15491,shelter,1,canvas,2021-03-13,21.6781,20.1846,15,0,,13,1
15491,shelter,1,canvas,2021-03-13,21.6194,19.2966,15,0,,13,1
15491,shelter,1,canvas,2021-03-13,21.7208,18.4848,15,0,,13,1
15491,shelter,1,canvas,2021-03-13,21.7315,18.1735,15,0,,13,1
15491,shelter,1,canvas,2021-03-13,21.7048,18.439,15,0,,13,1
15491,shelter,1,canvas,2021-03-13,21.6888,19.1531,15,0,,13,1
15491,shelter,1,canvas,2021-03-13,21.5927,19.556,15,0,,13,1
15491,shelter,1,canvas,2021-03-13,21.5927,19.6384,15,0,,13,1
15491,shelter,1,canvas,2021-03-13,21.6354,19.5621,15,0,,13,1
15491,shelter,1,canvas,2021-03-13,21.5393,19.6841,15,0,,13,1
15491,shelter,1,canvas,2021-03-13,21.4965,20.3525,15,0,,13,1
15491,shelter,1,canvas,2021-03-13,21.6087,21.1765,15,0,,13,1
15491,shelter,1,canvas,2021-03-13,21.566,20.8988,15,0,,13,1
15491,shelter,1,canvas,2021-03-13,21.6514,21.2314,15,0,,13,1
15491,shelter,1,canvas,2021-03-13,21.6087,21.442,15,0,,13,1
15491,shelter,1,canvas,2021-03-13,21.5927,22.0645,15,0,,13,1
15491,shelter,1,canvas,2021-03-13,21.6888,22.5406,15,0,,13,1
15491,shelter,1,canvas,2021-03-13,21.7048,23.5843,15,0,,13,1
15491,shelter,1,canvas,2021-03-13,21.6087,24.2588,15,0,,13,1
15491,shelter,1,canvas,2021-03-13,21.6621,24.6494,15,0,,13,1
15491,shelter,1,canvas,2021-03-14,21.6194,25.1408,15,0,,14,1
15491,shelter,1,canvas,2021-03-14,21.6514,25.4429,15,0,,14,1
15491,shelter,1,canvas,2021-03-14,21.6354,25.1469,15,0,,14,1
15491,shelter,1,canvas,2021-03-14,21.6781,25.0919,15,0,,14,1
15491,shelter,1,canvas,2021-03-14,21.6781,25.1225,15,0,,14,1
15491,shelter,1,canvas,2021-03-14,21.6354,25.2811,15,0,,14,1
15491,shelter,1,canvas,2021-03-14,21.6354,25.8,15,0,,14,1
15491,shelter,1,canvas,2021-03-14,21.4645,25.5192,15,0,,14,1
15491,shelter,1,canvas,2021-03-14,21.6621,24.9851,15,0,,14,1
15491,shelter,1,canvas,2021-03-14,21.566,22.9099,15,0,,14,1
15491,shelter,1,canvas,2021-03-14,21.6354,21.5885,15,0,,14,1
15491,shelter,1,canvas,2021-03-14,21.5393,20.2731,15,0,,14,1
15491,shelter,1,canvas,2021-03-14,21.4965,19.5987,15,0,,14,1
15491,shelter,1,canvas,2021-03-14,21.6354,18.8876,15,0,,14,1
15491,shelter,1,canvas,2021-03-14,21.6354,18.5946,15,0,,14,1
15491,shelter,1,canvas,2021-03-14,21.7048,18.2376,15,0,,14,1
15491,shelter,1,canvas,2021-03-14,21.5499,22.3545,15,0,,14,1
15491,shelter,1,canvas,2021-03-14,21.2829,22.7787,15,0,,14,1
15491,shelter,1,canvas,2021-03-14,21.2722,23.3341,15,0,,14,1
15491,shelter,1,canvas,2021-03-14,21.2829,21.2375,15,0,,14,1
15491,shelter,1,canvas,2021-03-14,21.2242,21.9699,15,0,,14,1
15491,shelter,1,canvas,2021-03-14,21.1814,22.5406,15,0,,14,1
15491,shelter,1,canvas,2021-03-14,21.1975,20.8072,15,0,,14,1
15491,shelter,1,canvas,2021-03-15,21.2135,20.9567,15,0,,15,1
15491,shelter,1,canvas,2021-03-15,21.1975,20.4807,15,0,,15,1
15491,shelter,1,canvas,2021-03-15,21.1814,21.6556,15,0,,15,1
15491,shelter,1,canvas,2021-03-15,21.2242,21.2863,15,0,,15,1
15491,shelter,1,canvas,2021-03-15,21.1547,19.3301,15,0,,15,1
15491,shelter,1,canvas,2021-03-15,21.128,21.1978,15,0,,15,1
15491,shelter,1,canvas,2021-03-15,21.1814,20.499,15,0,,15,1
15491,shelter,1,canvas,2021-03-15,21.2242,18.4543,15,0,,15,1
15491,shelter,1,canvas,2021-03-15,21.3844,18.1369,15,0,,15,1
15491,shelter,1,canvas,2021-03-15,21.4645,15.9335,15,0,,15,1
15491,shelter,1,canvas,2021-03-15,21.3523,15.3902,15,0,,15,1
15491,shelter,1,canvas,2021-03-15,21.3684,15.9945,15,0,,15,1
15491,shelter,1,canvas,2021-03-15,21.2509,18.3261,15,0,,15,1
15491,shelter,1,canvas,2021-03-15,21.2722,15.8755,15,0,,15,1
15491,shelter,1,canvas,2021-03-15,21.2509,15.9396,15,0,,15,1
15491,shelter,1,canvas,2021-03-15,21.2989,17.1328,15,0,,15,1
15491,shelter,1,canvas,2021-03-15,21.2989,19.0158,15,0,,15,1
15491,shelter,1,canvas,2021-03-15,21.3256,19.7665,15,0,,15,1
15491,shelter,1,canvas,2021-03-15,21.2722,19.0127,15,0,,15,1
15491,shelter,1,canvas,2021-03-15,21.3256,20.1938,15,0,,15,1
15491,shelter,1,canvas,2021-03-15,21.2989,21.7288,15,0,,15,1
15491,shelter,1,canvas,2021-03-15,21.2989,19.7665,15,0,,15,1
15491,shelter,1,canvas,2021-03-15,21.3416,20.1633,15,0,,15,1
15491,shelter,1,canvas,2021-03-15,21.3523,19.8032,15,0,,15,1
15491,shelter,1,canvas,2021-03-16,21.3416,20.8835,15,0,,16,1
15491,shelter,1,canvas,2021-03-16,21.3149,20.8316,15,0,,16,1
15491,shelter,1,canvas,2021-03-16,21.3149,20.9964,15,0,,16,1
15491,shelter,1,canvas,2021-03-16,21.3523,19.1806,15,0,,16,1
15491,shelter,1,canvas,2021-03-16,21.3684,20.4898,15,0,,16,1
15491,shelter,1,canvas,2021-03-16,21.3684,22.0768,15,0,,16,1
15491,shelter,1,canvas,2021-03-16,21.3844,21.8326,15,0,,16,1
15491,shelter,1,canvas,2021-03-16,21.3684,23.1266,15,0,,16,1
15491,shelter,1,canvas,2021-03-16,21.3951,22.4247,15,0,,16,1
15491,shelter,1,canvas,2021-03-16,21.4538,21.854,15,0,,16,1
15491,shelter,1,canvas,2021-03-16,21.4965,22.3484,15,0,,16,1
15491,shelter,1,canvas,2021-03-16,21.4965,23.4379,15,0,,16,1
15491,shelter,1,canvas,2021-03-16,21.4378,23.8773,15,0,,16,1
15491,shelter,1,canvas,2021-03-16,21.4538,23.3463,15,0,,16,1
15491,shelter,1,canvas,2021-03-16,21.4965,23.8071,15,0,,16,1
15491,shelter,1,canvas,2021-03-16,21.4805,23.9689,15,0,,16,1
15491,shelter,1,canvas,2021-03-16,21.4271,24.8234,15,0,,16,1
15491,shelter,1,canvas,2021-03-16,21.4645,24.4999,15,0,,16,1
15491,shelter,1,canvas,2021-03-16,21.4378,24.6647,15,0,,16,1
15491,shelter,1,canvas,2021-03-16,21.4965,24.1764,15,0,,16,1
15491,shelter,1,canvas,2021-03-16,21.4805,25.2232,15,0,,16,1
15491,shelter,1,canvas,2021-03-16,21.4645,25.9617,15,0,,16,1
15491,shelter,1,canvas,2021-03-16,21.4805,26.8406,15,0,,16,1
15491,shelter,1,canvas,2021-03-16,21.4645,25.9373,15,0,,16,1
15491,shelter,1,canvas,2021-03-17,21.4965,25.1987,15,0,,17,1
15491,shelter,1,canvas,2021-03-17,21.5766,25.1286,15,0,,17,1
15491,shelter,1,canvas,2021-03-17,21.5232,25.7908,15,0,,17,1
15491,shelter,1,canvas,2021-03-17,21.5927,25.1316,15,0,,17,1
15491,shelter,1,canvas,2021-03-17,21.5072,25.037,15,0,,17,1
15491,shelter,1,canvas,2021-03-17,21.5766,26.0441,15,0,,17,1
15491,shelter,1,canvas,2021-03-17,21.5232,25.388,15,0,,17,1
15491,shelter,1,canvas,2021-03-17,21.5232,26.3828,15,0,,17,1
15491,shelter,1,canvas,2021-03-17,21.5766,25.4704,15,0,,17,1
15491,shelter,1,canvas,2021-03-17,21.6621,25.919,15,0,,17,1
15491,shelter,1,canvas,2021-03-17,21.5766,26.1479,15,0,,17,1
15491,shelter,1,canvas,2021-03-17,21.566,27.097,15,0,,17,1
15491,shelter,1,canvas,2021-03-17,21.4965,28.0064,15,0,,17,1
15491,shelter,1,canvas,2021-03-17,21.4805,28.3268,15,0,,17,1
15491,shelter,1,canvas,2021-03-17,21.6514,28.7572,15,0,,17,1
15491,shelter,1,canvas,2021-03-17,21.5766,29.1966,15,0,,17,1
15491,shelter,1,canvas,2021-03-17,21.6888,29.102,15,0,,17,1
15491,shelter,1,canvas,2021-03-17,21.6087,29.6574,15,0,,17,1
15491,shelter,1,canvas,2021-03-17,21.6194,30.0114,15,0,,17,1
15491,shelter,1,canvas,2021-03-17,21.6514,29.926,15,0,,17,1
15491,shelter,1,canvas,2021-03-17,21.5927,30.1884,15,0,,17,1
15491,shelter,1,canvas,2021-03-17,21.5927,30.631,15,0,,17,1
15491,shelter,1,canvas,2021-03-17,21.5766,30.8354,15,0,,17,1
15491,shelter,1,canvas,2021-03-17,21.6087,30.7927,15,0,,17,1
15491,shelter,1,canvas,2021-03-18,21.5393,31.4397,15,0,,18,1
15491,shelter,1,canvas,2021-03-18,21.5927,30.6157,15,0,,18,1
15491,shelter,1,canvas,2021-03-18,21.6194,31.1192,15,0,,18,1
15491,shelter,1,canvas,2021-03-18,21.566,31.2047,15,0,,18,1
15491,shelter,1,canvas,2021-03-18,21.6194,31.1376,15,0,,18,1
15491,shelter,1,canvas,2021-03-18,21.6087,31.284,15,0,,18,1
15491,shelter,1,canvas,2021-03-18,21.6194,31.2078,15,0,,18,1
15491,shelter,1,canvas,2021-03-18,21.6087,30.927,15,0,,18,1
15491,shelter,1,canvas,2021-03-18,21.6354,30.4692,15,0,,18,1
15491,shelter,1,canvas,2021-03-18,21.6781,30.164,15,0,,18,1
15491,shelter,1,canvas,2021-03-18,21.5499,30.3746,15,0,,18,1
15491,shelter,1,canvas,2021-03-18,21.6514,30.2678,15,0,,18,1
15491,shelter,1,canvas,2021-03-18,21.6888,30.1946,15,0,,18,1
15491,shelter,1,canvas,2021-03-18,21.6354,29.4072,15,0,,18,1
15491,shelter,1,canvas,2021-03-18,21.6087,28.336,15,0,,18,1
15491,shelter,1,canvas,2021-03-18,21.6888,26.7643,15,0,,18,1
15491,shelter,1,canvas,2021-03-18,21.6781,24.7959,15,0,,18,1
15491,shelter,1,canvas,2021-03-18,21.7208,23.1815,15,0,,18,1
15491,shelter,1,canvas,2021-03-18,21.6621,20.444,15,0,,18,1
15491,shelter,1,canvas,2021-03-18,21.6621,19.089,15,0,,18,1
15491,shelter,1,canvas,2021-03-18,21.6621,18.4817,15,0,,18,1
15491,shelter,1,canvas,2021-03-18,21.7048,18.1552,15,0,,18,1
15491,shelter,1,canvas,2021-03-18,21.6514,17.7279,15,0,,18,1
15491,shelter,1,canvas,2021-03-18,21.6781,17.3678,15,0,,18,1
15491,shelter,1,canvas,2021-03-19,21.6781,17.5174,15,0,,19,1
15491,shelter,1,canvas,2021-03-19,21.6621,17.2213,15,0,,19,1
15491,shelter,1,canvas,2021-03-19,21.6354,16.8795,15,0,,19,1
15491,shelter,1,canvas,2021-03-19,21.6354,16.4157,15,0,,19,1
15491,shelter,1,canvas,2021-03-19,21.6354,16.614,15,0,,19,1
15491,shelter,1,canvas,2021-03-19,21.6194,16.8093,15,0,,19,1
15491,shelter,1,canvas,2021-03-19,21.6354,16.9223,15,0,,19,1
15491,shelter,1,canvas,2021-03-19,21.6621,16.6812,15,0,,19,1
15491,shelter,1,canvas,2021-03-19,21.7742,15.9182,15,0,,19,1
15491,shelter,1,canvas,2021-03-19,21.7742,15.6069,15,0,,19,1
15491,shelter,1,canvas,2021-03-19,21.7315,15.3719,15,0,,19,1
15491,shelter,1,canvas,2021-03-19,21.6621,15.2895,15,0,,19,1
15491,shelter,1,canvas,2021-03-19,21.6514,15.1888,15,0,,19,1
15491,shelter,1,canvas,2021-03-19,21.6888,15.7168,15,0,,19,1
15491,shelter,1,canvas,2021-03-19,21.6354,16.9253,15,0,,19,1
15491,shelter,1,canvas,2021-03-19,21.6514,17.5784,15,0,,19,1
15491,shelter,1,canvas,2021-03-19,21.6621,18.4634,15,0,,19,1
15491,shelter,1,canvas,2021-03-19,21.6621,19.1043,15,0,,19,1
15491,shelter,1,canvas,2021-03-19,21.7048,19.4461,15,0,,19,1
15491,shelter,1,canvas,2021-03-19,21.6621,19.8703,15,0,,19,1
15491,shelter,1,canvas,2021-03-19,21.6888,20.087,15,0,,19,1
15491,shelter,1,canvas,2021-03-19,21.7048,20.2365,15,0,,19,1
15491,shelter,1,canvas,2021-03-19,21.7636,20.5295,15,0,,19,1
15491,shelter,1,canvas,2021-03-19,21.7208,21.1368,15,0,,19,1
15491,shelter,1,canvas,2021-03-20,21.7208,21.6251,15,0,,20,1
15491,shelter,1,canvas,2021-03-20,21.6781,21.7563,15,0,,20,1
15491,shelter,1,canvas,2021-03-20,21.7048,21.7411,15,0,,20,1
15491,shelter,1,canvas,2021-03-20,21.6781,21.442,15,0,,20,1
15491,shelter,1,canvas,2021-03-20,21.7048,21.4115,15,0,,20,1
15491,shelter,1,canvas,2021-03-20,21.6514,21.2955,15,0,,20,1
15491,shelter,1,canvas,2021-03-20,21.7048,21.2345,15,0,,20,1
15491,shelter,1,canvas,2021-03-20,21.7315,21.7075,15,0,,20,1
15491,shelter,1,canvas,2021-03-20,21.6888,21.8723,15,0,,20,1
15491,shelter,1,canvas,2021-03-20,21.6354,22.0005,15,0,,20,1
15491,shelter,1,canvas,2021-03-20,21.6621,20.7706,15,0,,20,1
15491,shelter,1,canvas,2021-03-20,21.7208,20.0717,15,0,,20,1
15491,shelter,1,canvas,2021-03-20,21.6888,19.4186,15,0,,20,1
15491,shelter,1,canvas,2021-03-20,21.6514,19.1836,15,0,,20,1
15491,shelter,1,canvas,2021-03-20,21.7903,19.0951,15,0,,20,1
15491,shelter,1,canvas,2021-03-20,21.6621,19.4125,15,0,,20,1
15491,shelter,1,canvas,2021-03-20,21.6354,19.3454,15,0,,20,1
15491,shelter,1,canvas,2021-03-20,21.5766,20.3281,15,0,,20,1
15491,shelter,1,canvas,2021-03-20,21.7048,20.676,15,0,,20,1
15491,shelter,1,canvas,2021-03-20,21.7475,21.323,15,0,,20,1
15491,shelter,1,canvas,2021-03-20,21.6621,23.3738,15,0,,20,1
15491,shelter,1,canvas,2021-03-20,21.6354,24.7196,15,0,,20,1
15491,shelter,1,canvas,2021-03-20,21.6888,24.8875,15,0,,20,1
15491,shelter,1,canvas,2021-03-20,21.6194,24.3351,15,0,,20,1
15491,shelter,1,canvas,2021-03-21,21.6781,23.5111,15,0,,21,1
15491,shelter,1,canvas,2021-03-21,21.6194,23.3738,15,0,,21,1
15491,shelter,1,canvas,2021-03-21,21.5072,23.9536,15,0,,21,1
15491,shelter,1,canvas,2021-03-21,21.7048,24.1794,15,0,,21,1
15491,shelter,1,canvas,2021-03-21,21.7208,24.2649,15,0,,21,1
15491,shelter,1,canvas,2021-03-21,21.7315,24.3565,15,0,,21,1
15491,shelter,1,canvas,2021-03-21,21.7315,24.2222,15,0,,21,1
15491,shelter,1,canvas,2021-03-21,21.7475,24.2069,15,0,,21,1
15491,shelter,1,canvas,2021-03-21,21.8757,24.2771,15,0,,21,1
15491,shelter,1,canvas,2021-03-21,21.6781,23.4928,15,0,,21,1
15491,shelter,1,canvas,2021-03-21,21.7475,22.5284,15,0,,21,1
15491,shelter,1,canvas,2021-03-21,21.6621,22.2782,15,0,,21,1
15491,shelter,1,canvas,2021-03-21,21.7208,21.1856,15,0,,21,1
15491,shelter,1,canvas,2021-03-21,21.7636,19.8795,15,0,,21,1
15491,shelter,1,canvas,2021-03-21,21.7636,19.91,15,0,,21,1
15491,shelter,1,canvas,2021-03-21,21.6514,19.7574,15,0,,21,1
15491,shelter,1,canvas,2021-03-21,21.5072,19.5193,15,0,,21,1
15491,shelter,1,canvas,2021-03-21,21.5232,19.6201,15,0,,21,1
15491,shelter,1,canvas,2021-03-21,21.566,21.1917,15,0,,21,1
15491,shelter,1,canvas,2021-03-21,21.6194,21.4755,15,0,,21,1
15491,shelter,1,canvas,2021-03-21,21.4805,22.2019,15,0,,21,1
15491,shelter,1,canvas,2021-03-21,21.6781,23.1327,15,0,,21,1
15491,shelter,1,canvas,2021-03-21,21.6514,23.5538,15,0,,21,1
15491,shelter,1,canvas,2021-03-21,21.6087,23.2853,15,0,,21,1
15491,shelter,1,canvas,2021-03-22,21.6621,22.916,15,0,,22,1
15491,shelter,1,canvas,2021-03-22,21.6888,22.4247,15,0,,22,1
15491,shelter,1,canvas,2021-03-22,21.6087,21.9455,15,0,,22,1
15491,shelter,1,canvas,2021-03-22,21.6621,21.9181,15,0,,22,1
15491,shelter,1,canvas,2021-03-22,21.6514,22.4887,15,0,,22,1
15491,shelter,1,canvas,2021-03-22,21.7048,23.4531,15,0,,22,1
15491,shelter,1,canvas,2021-03-22,21.6354,23.978,15,0,,22,1
15491,shelter,1,canvas,2021-03-22,21.6354,24.6464,15,0,,22,1
15491,shelter,1,canvas,2021-03-22,21.6514,24.9271,15,0,,22,1
15491,shelter,1,canvas,2021-03-22,21.5232,24.7562,15,0,,22,1
15491,shelter,1,canvas,2021-03-22,21.7048,24.976,15,0,,22,1
15491,shelter,1,canvas,2021-03-22,21.4645,25.4765,15,0,,22,1
15491,shelter,1,canvas,2021-03-22,21.8757,25.3758,15,0,,22,1
15491,shelter,1,canvas,2021-03-22,22.0306,24.8508,15,0,,22,1
15491,shelter,1,canvas,2021-03-22,22.2015,24.271,15,0,,22,1
15491,shelter,1,canvas,2021-03-22,22.2549,23.5386,15,0,,22,1
15491,shelter,1,canvas,2021-03-22,22.2976,23.4195,15,0,,22,1
15491,shelter,1,canvas,2021-03-22,21.8437,23.3738,15,0,,22,1
15491,shelter,1,canvas,2021-03-22,21.3256,24.033,15,0,,22,1
15491,shelter,1,canvas,2021-03-22,21.4965,23.9261,15,0,,22,1
15491,shelter,1,canvas,2021-03-22,21.5927,24.4083,15,0,,22,1
15491,shelter,1,canvas,2021-03-22,21.6354,24.9271,15,0,,22,1
15491,shelter,1,canvas,2021-03-22,21.6194,24.6891,15,0,,22,1
15491,shelter,1,canvas,2021-03-22,21.6781,24.4724,15,0,,22,1
15491,shelter,1,canvas,2021-03-23,21.6194,24.3351,15,0,,23,1
15491,shelter,1,canvas,2021-03-23,21.5499,24.2527,15,0,,23,1
15491,shelter,1,canvas,2021-03-23,21.5393,24.0299,15,0,,23,1
15491,shelter,1,canvas,2021-03-23,21.5766,24.152,15,0,,23,1
15491,shelter,1,canvas,2021-03-23,21.5072,24.4907,15,0,,23,1
15491,shelter,1,canvas,2021-03-23,21.5766,24.567,15,0,,23,1
15491,shelter,1,canvas,2021-03-23,21.5499,24.5518,15,0,,23,1
15491,shelter,1,canvas,2021-03-23,21.6087,24.8386,15,0,,23,1
15491,shelter,1,canvas,2021-03-23,21.6888,24.1764,15,0,,23,1
15491,shelter,1,canvas,2021-03-23,21.5072,23.7644,15,0,,23,1
15491,shelter,1,canvas,2021-03-23,21.5232,24.0604,15,0,,23,1
15491,shelter,1,canvas,2021-03-23,21.7475,23.8987,15,0,,23,1
15491,shelter,1,canvas,2021-03-23,21.817,23.7675,15,0,,23,1
15491,shelter,1,canvas,2021-03-23,22.0146,23.4897,15,0,,23,1
15491,shelter,1,canvas,2021-03-23,22.1427,23.6301,15,0,,23,1
15491,shelter,1,canvas,2021-03-23,22.3136,22.6169,15,0,,23,1
15491,shelter,1,canvas,2021-03-23,21.9451,23.6637,15,0,,23,1
15491,shelter,1,canvas,2021-03-23,21.3416,23.4165,15,0,,23,1
15491,shelter,1,canvas,2021-03-23,21.5072,22.4674,15,0,,23,1
15491,shelter,1,canvas,2021-03-23,21.5927,21.5518,15,0,,23,1
15491,shelter,1,canvas,2021-03-23,21.5393,22.3362,15,0,,23,1
15491,shelter,1,canvas,2021-03-23,21.5072,22.9068,15,0,,23,1
15491,shelter,1,canvas,2021-03-23,21.5927,23.5935,15,0,,23,1
15491,shelter,1,canvas,2021-03-23,21.6087,24.3046,15,0,,23,1
15491,shelter,1,canvas,2021-03-24,21.5393,24.976,15,0,,24,1
15491,shelter,1,canvas,2021-03-24,21.5927,25.7664,15,0,,24,1
15491,shelter,1,canvas,2021-03-24,21.6621,26.7765,15,0,,24,1
15491,shelter,1,canvas,2021-03-24,21.5499,28.0247,15,0,,24,1
15491,shelter,1,canvas,2021-03-24,21.5499,29.5781,15,0,,24,1
15491,shelter,1,canvas,2021-03-24,21.5927,31.519,15,0,,24,1
15491,shelter,1,canvas,2021-03-24,21.4645,34.3328,15,0,,24,1
15491,shelter,1,canvas,2021-03-24,21.6087,35.9533,15,0,,24,1
15491,shelter,1,canvas,2021-03-24,21.4805,39.704,15,0,,24,1
15491,shelter,1,canvas,2021-03-24,21.5393,43.064,15,0,,24,1
15491,shelter,1,canvas,2021-03-24,21.6621,44.9104,15,0,,24,1
15491,shelter,1,canvas,2021-03-24,21.5499,46.5095,15,0,,24,1
15491,shelter,1,canvas,2021-03-24,21.566,47.1473,15,0,,24,1
15491,shelter,1,canvas,2021-03-24,22.1855,46.5064,15,0,,24,1
15491,shelter,1,canvas,2021-03-24,22.0893,46.8879,15,0,,24,1
15491,shelter,1,canvas,2021-03-24,21.8597,46.9306,15,0,,24,1
15491,shelter,1,canvas,2021-03-24,21.3684,47.8981,15,0,,24,1
15491,shelter,1,canvas,2021-03-24,21.2722,48.5389,15,0,,24,1
15491,shelter,1,canvas,2021-03-24,21.5072,49.3751,15,0,,24,1
15491,shelter,1,canvas,2021-03-24,21.4111,51.1574,15,0,,24,1
15491,shelter,1,canvas,2021-03-24,21.4271,50.1778,15,0,,24,1
15491,shelter,1,canvas,2021-03-24,21.5766,48.7221,15,0,,24,1
15491,shelter,1,canvas,2021-03-24,21.566,48.4291,15,0,,24,1
15491,shelter,1,canvas,2021-03-24,21.4111,46.6407,15,0,,24,1
15491,shelter,1,canvas,2021-03-25,21.5927,44.7578,15,0,,25,1
15491,shelter,1,canvas,2021-03-25,21.6087,44.5563,15,0,,25,1
15491,shelter,1,canvas,2021-03-25,21.4538,44.5014,15,0,,25,1
15491,shelter,1,canvas,2021-03-25,21.4965,44.0986,15,0,,25,1
15491,shelter,1,canvas,2021-03-25,21.5499,44.0192,15,0,,25,1
15491,shelter,1,canvas,2021-03-25,21.4645,43.7598,15,0,,25,1
15491,shelter,1,canvas,2021-03-25,21.4965,42.8992,15,0,,25,1
15491,shelter,1,canvas,2021-03-25,21.6194,42.5238,15,0,,25,1
15491,shelter,1,canvas,2021-03-25,21.6087,42.8717,15,0,,25,1
15491,shelter,1,canvas,2021-03-25,21.566,42.771,15,0,,25,1
15491,shelter,1,canvas,2021-03-25,21.6514,42.5666,15,0,,25,1
15491,shelter,1,canvas,2021-03-25,21.833,42.1088,15,0,,25,1
15491,shelter,1,canvas,2021-03-25,22.1855,40.8148,15,0,,25,1
15491,shelter,1,canvas,2021-03-25,22.5967,39.1394,15,0,,25,1
15491,shelter,1,canvas,2021-03-25,22.3938,39.1608,15,0,,25,1
15491,shelter,1,canvas,2021-03-25,22.0039,39.6246,15,0,,25,1
15491,shelter,1,canvas,2021-03-25,22.1,41.2238,15,0,,25,1
15491,shelter,1,canvas,2021-03-25,22.1267,41.7762,15,0,,25,1
15491,shelter,1,canvas,2021-03-25,21.817,42.0111,15,0,,25,1
15491,shelter,1,canvas,2021-03-25,21.1387,42.0935,15,0,,25,1
15491,shelter,1,canvas,2021-03-25,21.2509,40.8728,15,0,,25,1
15491,shelter,1,canvas,2021-03-25,21.4271,40.1404,15,0,,25,1
15491,shelter,1,canvas,2021-03-25,21.5072,40.6714,15,0,,25,1
15491,shelter,1,canvas,2021-03-25,21.4805,42.0905,15,0,,25,1
15491,shelter,1,canvas,2021-03-26,21.3523,42.7161,15,0,,26,1
15491,shelter,1,canvas,2021-03-26,21.5072,42.8595,15,0,,26,1
15491,shelter,1,canvas,2021-03-26,21.4271,43.5981,15,0,,26,1
15491,shelter,1,canvas,2021-03-26,21.4965,45.6306,15,0,,26,1
15491,shelter,1,canvas,2021-03-26,21.2722,46.9917,15,0,,26,1
15491,shelter,1,canvas,2021-03-26,21.5072,47.068,15,0,,26,1
15491,shelter,1,canvas,2021-03-26,21.4271,48.2033,15,0,,26,1
15491,shelter,1,canvas,2021-03-26,21.4805,48.2826,15,0,,26,1
15491,shelter,1,canvas,2021-03-26,21.2135,48.7037,15,0,,26,1
15491,shelter,1,canvas,2021-03-26,21.4538,46.8544,15,0,,26,1
15491,shelter,1,canvas,2021-03-26,21.4965,43.8422,15,0,,26,1
15491,shelter,1,canvas,2021-03-26,21.566,40.8545,15,0,,26,1
15491,shelter,1,canvas,2021-03-26,21.3951,38.8617,15,0,,26,1
15491,shelter,1,canvas,2021-03-26,21.3523,38.6542,15,0,,26,1
15491,shelter,1,canvas,2021-03-26,21.4538,38.761,15,0,,26,1
15491,shelter,1,canvas,2021-03-26,21.3951,38.0713,15,0,,26,1
15491,shelter,1,canvas,2021-03-26,21.4538,37.3541,15,0,,26,1
15491,shelter,1,canvas,2021-03-26,21.5072,35.9777,15,0,,26,1
15491,shelter,1,canvas,2021-03-26,21.5072,34.6624,15,0,,26,1
15491,shelter,1,canvas,2021-03-26,21.5766,34.0337,15,0,,26,1
15491,shelter,1,canvas,2021-03-26,21.4965,33.341,15,0,,26,1
15491,shelter,1,canvas,2021-03-26,21.5232,32.6757,15,0,,26,1
15491,shelter,1,canvas,2021-03-26,21.566,32.2271,15,0,,26,1
15491,shelter,1,canvas,2021-03-26,21.5393,31.9127,15,0,,26,1
15491,shelter,1,canvas,2021-03-27,21.5232,31.8334,15,0,,27,1
15491,shelter,1,canvas,2021-03-27,21.5232,31.8517,15,0,,27,1
15491,shelter,1,canvas,2021-03-27,21.5393,31.751,15,0,,27,1
15491,shelter,1,canvas,2021-03-27,21.6087,31.873,15,0,,27,1
15491,shelter,1,canvas,2021-03-27,21.6087,31.9768,15,0,,27,1
15491,shelter,1,canvas,2021-03-27,21.5927,32.1965,15,0,,27,1
15491,shelter,1,canvas,2021-03-27,21.5499,32.7733,15,0,,27,1
15491,shelter,1,canvas,2021-03-27,21.4378,32.9076,15,0,,27,1
15491,shelter,1,canvas,2021-03-27,21.5766,32.9778,15,0,,27,1
15491,shelter,1,canvas,2021-03-27,21.5766,33.1853,15,0,,27,1
15491,shelter,1,canvas,2021-03-27,21.5766,33.8903,15,0,,27,1
15491,shelter,1,canvas,2021-03-27,21.5232,34.6746,15,0,,27,1
15491,shelter,1,canvas,2021-03-27,21.566,34.7723,15,0,,27,1
15491,shelter,1,canvas,2021-03-27,21.566,35.2026,15,0,,27,1
