unique.bird,bird.id,date,month,day,month.day.hour,season,walk,start.time,end.time,lat,lon,order,family,species,migratory.class,trophic.guild,behavior,broad.behavior,mesohabitat,two.mesohabitat,three.mesohabitat,five.mesohabitat,mesohabitat.height,photo.id,hour,time,distance,transect,transect.start.lat,transect.start.lon,transect.end.lat,transect.end.lon,notes
237flower,237,5/2/2019,5,2,5.2.14,spring,7,14:30,16:30,34.78297,-115.66238,Passeriformes,Polioptilidae,Blue.gray Gnatcatcher,summer resident,insectivore,Singing,Territorial/mating,shrub,vegetative,shrub,shrub,na,567.573,14,14:30,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
237fruit,237,8/22/2019,8,22,8.22.6,summer,42,6:30,8:30,34.78209,-115.66256,Passeriformes,Passerellidae,Black.throated Sparrow,resident,granivore,Standing on ground,Inactivity,rock,non-vegetative,other,land,na,no photo,6,6:35,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
238flower,238,5/2/2019,5,2,5.2.14,spring,7,14:30,16:30,34,-115,Apodiformes,Trochilidae,Unknown Hummingbird,summer resident,nectarivore,Singing,Territorial/mating,air,non-vegetative,other,air,na,no photo,14,14:33,2,1,34.78299,-115.66235,34.77833,.115.66293,no notes
238fruit,238,8/22/2019,8,22,8.22.6,summer,42,6:30,8:30,34.78312,-115.66237,Passeriformes,Passerellidae,Black.throated Sparrow,resident,granivore,Standing on plant,Inactivity,yucca,vegetative,cactus,yucca,75,no photo,6,6:35,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
239fruit,239,8/22/2019,8,22,8.22.6,summer,42,6:30,8:30,34.78318,-115.66237,Passeriformes,Passerellidae,Black.throated Sparrow,resident,granivore,Foraging,Feeding,cactus,vegetative,cactus,cactus,0,no photo,6,6:41,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
23flower,23,5/1/2019,5,1,5.1.10,spring,1,10:27,12:27,34.78138,-115.256,Passeriformes,Mimidae,Northern Mockingbird,resident,omnivore,Singing,Territorial/mating,cactus canopy,vegetative,cactus,cactus,na,40.43,10,11:34,2,1,34.78299,-115.66235,34.77833,.115.66293,no notes
241flower,241,5/2/2019,5,2,5.2.14,spring,7,14:30,16:30,34,-115,Passeriformes,Ptiliogonatidae,Phainopepla,resident,frugivore,Calling,Territorial/mating,air,non-vegetative,other,air,na,no photo,14,14:38,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
242flower,242,5/2/2019,5,2,5.2.14,spring,7,14:30,16:30,34.78216,-115.66238,Passeriformes,Ptiliogonatidae,Phainopepla,resident,frugivore,Singing,Territorial/mating,shrub,vegetative,shrub,shrub,na,no photo,14,14:40,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
242fruit,242,8/22/2019,8,22,8.22.6,summer,42,6:30,8:30,34,-115,Passeriformes,Passerellidae,Black.throated Sparrow,resident,granivore,Calling,Territorial/mating,cactus,vegetative,cactus,cactus,100,no photo,6,7:01,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
243fruit,243,8/22/2019,8,22,8.22.6,summer,42,6:30,8:30,34.78175,-115.66251,Passeriformes,Passerellidae,Black.throated Sparrow,resident,granivore,Standing on plant,Inactivity,shrub,vegetative,shrub,shrub,25,73-81,6,7:08,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
244flower,244,5/2/2019,5,2,5.2.14,spring,7,14:30,16:30,34,-115,Passeriformes,Passerellidae,Black.throated Sparrow,resident,granivore,Flying,Active movement,air,non-vegetative,other,air,na,no photo,14,14:42,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
244fruit,244,8/22/2019,8,22,8.22.6,summer,42,6:30,8:30,34.78175,-115.66251,Passeriformes,Passerellidae,Black.throated Sparrow,resident,granivore,Standing on plant,Inactivity,shrub,vegetative,shrub,shrub,25,73-81,6,7:08,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
245fruit,245,8/22/2019,8,22,8.22.6,summer,42,6:30,8:30,34.78175,-115.66251,Passeriformes,Passerellidae,Black.throated Sparrow,resident,granivore,Standing on plant,Inactivity,shrub,vegetative,shrub,shrub,25,73-81,6,7:08,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
246flower,246,5/2/2019,5,2,5.2.14,spring,7,14:30,16:30,34.78173,-115.66222,Passeriformes,Passerellidae,Black.throated Sparrow,resident,granivore,Flying,Active movement,air,non-vegetative,other,air,na,no photo,14,14:51,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
246fruit,246,8/22/2019,8,22,8.22.6,summer,42,6:30,8:30,34.78175,-115.66251,Passeriformes,Passerellidae,Black.throated Sparrow,resident,granivore,Standing on plant,Inactivity,shrub,vegetative,shrub,shrub,25,73-81,6,7:08,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
247flower,247,5/2/2019,5,2,5.2.14,spring,7,14:30,16:30,34.78168,-115.66232,Passeriformes,Mimidae,Northern Mockingbird,resident,omnivore,Sparring,Territorial/mating,shrub,vegetative,shrub,shrub,na,no photo,14,14:55,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
247fruit,247,8/22/2019,8,22,8.22.6,summer,42,6:30,8:30,34.78175,-115.66251,Passeriformes,Passerellidae,Black.throated Sparrow,resident,granivore,Standing on plant,Inactivity,shrub,vegetative,shrub,shrub,25,73-81,6,7:08,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
248flower,248,5/2/2019,5,2,5.2.14,spring,7,14:30,16:30,34.78153,-115.66277,Passeriformes,Troglodytidae,Rock Wren,resident,insectivore,Standing on ground,Inactivity,rock,non-vegetative,other,land,na,575.594,14,15:00,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
248fruit,248,8/22/2019,8,22,8.22.6,summer,42,6:30,8:30,34.78175,-115.66251,Passeriformes,Passerellidae,Black.throated Sparrow,resident,granivore,Standing on plant,Inactivity,shrub,vegetative,shrub,shrub,25,73-81,6,7:08,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
249fruit,249,8/22/2019,8,22,8.22.6,summer,42,6:30,8:30,34.78175,-115.66251,Passeriformes,Passerellidae,Black.throated Sparrow,resident,granivore,Standing on plant,Inactivity,shrub,vegetative,shrub,shrub,25,73-81,6,7:08,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
24flower,24,5/1/2019,5,1,5.1.10,spring,1,10:27,12:27,34.78145,-115.66306,Passeriformes,Polioptilidae,Blue.gray Gnatcatcher,summer resident,insectivore,Singing,Territorial/mating,shrub,vegetative,shrub,shrub,na,44.66,10,11:42,2,1,34.78299,-115.66235,34.77833,.115.66293,no notes
24fruit,24,8/15/2019,8,15,8.15.9,summer,28,9:00,11:00,34.78153,-115.66353,Passeriformes,Passerellidae,Black.throated Sparrow,resident,granivore,Calling,Territorial/mating,shrub,vegetative,shrub,shrub,75,215-223,9,9:28,1,2,34.78303,-115.66309,34.77856,-115.66449,no notes
252flower,252,5/2/2019,5,2,5.2.14,spring,7,14:30,16:30,34.78026,-115.66292,Unknown,Unknown,Unknown,unknown,Unknown,Flying between plants,Active movement,cactus canopy,vegetative,cactus,cactus,na,595.599,14,15:17,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
253flower,253,5/2/2019,5,2,5.2.14,spring,7,14:30,16:30,34.78027,-115.66291,Apodiformes,Trochilidae,Unknown Hummingbird,summer resident,nectarivore,Flying,Active movement,air,non-vegetative,other,air,na,no photo,14,15:19,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
253fruit,253,8/22/2019,8,22,8.22.6,summer,42,6:30,8:30,34.78055,-115.66288,Passeriformes,Troglodytidae,Cactus Wren,resident,omnivore,Flying between plants,Active movement,yucca,vegetative,cactus,yucca,50,no photo,6,7:45,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
256flower,256,5/2/2019,5,2,5.2.14,spring,7,14:30,16:30,34.7793,-115.66295,Passeriformes,Passerellidae,Black.throated Sparrow,resident,granivore,Flying between plants,Active movement,shrub,vegetative,shrub,shrub,na,no photo,14,15:39,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
257fruit,257,8/22/2019,8,22,8.22.6,summer,42,6:30,8:30,34.78013,-115.66281,Passeriformes,Remezidae,Verdin,resident,insectivore,Standing on plant,Inactivity,yucca,vegetative,cactus,yucca,75,93-96,6,7:50,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
25flower,25,5/1/2019,5,1,5.1.10,spring,1,10:27,12:27,34.78145,-115.66306,Passeriformes,Polioptilidae,Blue.gray Gnatcatcher,summer resident,insectivore,Singing,Territorial/mating,shrub,vegetative,shrub,shrub,na,44.66,10,11:42,2,1,34.78299,-115.66235,34.77833,.115.66293,no notes
25fruit,25,8/15/2019,8,15,8.15.9,summer,28,9:00,11:00,34.78159,-115.66372,Passeriformes,Troglodytidae,Cactus Wren,resident,omnivore,Singing,Territorial/mating,cactus,vegetative,cactus,cactus,50,no photo,9,9:28,1,2,34.78303,-115.66309,34.77856,-115.66449,no notes
260fruit,260,8/22/2019,8,22,8.22.18,summer,43,18:00,20:00,34.78184,-115.66358,Passeriformes,Polioptilidae,Blue.gray Gnatcatcher,summer resident,insectivore,Flying on plant,Active movement,shrub,vegetative,shrub,shrub,25,no photo,18,18:29,1,2,34.78303,-115.66309,34.77856,-115.66449,no notes
262fruit,262,8/22/2019,8,22,8.22.18,summer,43,18:00,20:00,34.78148,-115.66349,Passeriformes,Passerellidae,Black.throated Sparrow,resident,granivore,Calling,Territorial/mating,cactus,vegetative,cactus,cactus,50,no photo,18,18:33,1,2,34.78303,-115.66309,34.77856,-115.66449,no notes
264flower,264,5/3/2019,5,3,5.3.6,spring,8,6:15,8:15,34.78293,-115.66306,Passeriformes,Fringillidae,House Finch,resident,frugivore,Flying,Active movement,rock,non-vegetative,other,land,na,04-Jan,6,6:18,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
265flower,265,5/3/2019,5,3,5.3.6,spring,8,6:15,8:15,34.78293,-115.66306,Passeriformes,Fringillidae,House Finch,resident,frugivore,Flying,Active movement,rock,non-vegetative,other,land,na,04-Jan,6,6:18,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
266flower,266,5/3/2019,5,3,5.3.6,spring,8,6:15,8:15,34.78297,-115.66343,Apodiformes,Apodidae,White.throated Swift,resident,insectivore,Flying,Active movement,air,non-vegetative,other,air,na,07-May,6,6:27,2,2,34.78303,-115.66309,34.77863,-115.66402,no notes
266fruit,266,8/23/2019,8,23,8.23.7,summer,44,7:00,9:00,34.78272,-115.66309,Passeriformes,Passerellidae,Black.throated Sparrow,resident,granivore,Flying between plants,Active movement,shrub,vegetative,shrub,shrub,75,no photo,7,7:12,2,2,34.78303,-115.66309,34.77856,-115.66449,no notes
267flower,267,5/3/2019,5,3,5.3.6,spring,8,6:15,8:15,34.78297,-115.66343,Apodiformes,Apodidae,White.throated Swift,resident,insectivore,Flying,Active movement,air,non-vegetative,other,air,na,07-May,6,6:27,2,2,34.78303,-115.66309,34.77863,-115.66402,no notes
268fruit,268,8/23/2019,8,23,8.23.7,summer,44,7:00,9:00,34.7829,-115.66325,Passeriformes,Passerellidae,Black.throated Sparrow,resident,granivore,Calling,Territorial/mating,shrub,vegetative,shrub,shrub,100,no photo,7,7:22,2,2,34.78303,-115.66309,34.77856,-115.66449,no notes
269flower,269,5/3/2019,5,3,5.3.6,spring,8,6:15,8:15,34.78265,-115.663,Passeriformes,Polioptilidae,Blue.gray Gnatcatcher,summer resident,insectivore,Sparring,Territorial/mating,shrub,vegetative,shrub,shrub,na,no photo,6,6:36,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
26flower,26,5/1/2019,5,1,5.1.10,spring,1,10:27,12:27,34.78145,-115.66306,Passeriformes,Polioptilidae,Blue.gray Gnatcatcher,summer resident,insectivore,Singing,Territorial/mating,shrub,vegetative,shrub,shrub,na,44.66,10,11:42,2,1,34.78299,-115.66235,34.77833,.115.66293,no notes
26fruit,26,8/15/2019,8,15,8.15.9,summer,28,9:00,11:00,34.78159,-115.66372,Passeriformes,Troglodytidae,Cactus Wren,resident,omnivore,Singing,Territorial/mating,cactus,vegetative,cactus,cactus,50,no photo,9,9:28,1,2,34.78303,-115.66309,34.77856,-115.66449,no notes
270flower,270,5/3/2019,5,3,5.3.6,spring,8,6:15,8:15,34.78265,-115.663,Passeriformes,Polioptilidae,Blue.gray Gnatcatcher,summer resident,insectivore,Sparring,Territorial/mating,shrub,vegetative,shrub,shrub,na,no photo,6,6:36,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
271flower,271,5/3/2019,5,3,5.3.6,spring,8,6:15,8:15,34.78265,-115.663,Passeriformes,Polioptilidae,Blue.gray Gnatcatcher,summer resident,insectivore,Sparring,Territorial/mating,shrub,vegetative,shrub,shrub,na,no photo,6,6:36,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
271fruit,271,8/23/2019,8,23,8.23.7,summer,44,7:00,9:00,34.78292,-115.6633,Passeriformes,Passerellidae,Black.throated Sparrow,resident,granivore,Singing,Territorial/mating,cactus,vegetative,cactus,cactus,50,no photo,7,7:29,1,2,34.78303,-115.66309,34.77856,-115.66449,no notes
272fruit,272,8/23/2019,8,23,8.23.7,summer,44,7:00,9:00,34.78292,-115.6633,Passeriformes,Passerellidae,Black.throated Sparrow,resident,granivore,Calling,Territorial/mating,cactus,vegetative,cactus,cactus,100,no photo,7,7:29,1,2,34.78303,-115.66309,34.77856,-115.66449,no notes
275fruit,275,8/23/2019,8,23,8.23.7,summer,44,7:00,9:00,34.78285,-115.66331,Passeriformes,Polioptilidae,Black.tailed Gnatcatcher,resident,insectivore,Singing,Territorial/mating,shrub,vegetative,shrub,shrub,100,253-262,7,7:32,1,2,34.78303,-115.66309,34.77856,-115.66449,no notes
276fruit,276,8/23/2019,8,23,8.23.7,summer,44,7:00,9:00,34.78285,-115.66331,Cuculiformes,Cuculidae,Greater Roadrunner,resident,insectivore,Walking,Active movement,rock,non-vegetative,other,land,na,no photo,7,7:35,1,2,34.78303,-115.66309,34.77856,-115.66449,no notes
277fruit,277,8/23/2019,8,23,8.23.7,summer,44,7:00,9:00,34.783,-115.66298,Passeriformes,Passerellidae,Black.throated Sparrow,resident,granivore,Calling,Territorial/mating,cactus,vegetative,cactus,cactus,100,263-270,7,7:44,1,2,34.78303,-115.66309,34.77856,-115.66449,no notes
278fruit,278,8/23/2019,8,23,8.23.7,summer,44,7:00,9:00,34.78302,-115.6631,Passeriformes,Remezidae,Verdin,resident,insectivore,Calling,Territorial/mating,shrub,vegetative,shrub,shrub,100,272-312,7,7:55,1,2,34.78303,-115.66309,34.77856,-115.66449,no notes
27flower,27,5/1/2019,5,1,5.1.10,spring,1,10:27,12:27,34.78145,-115.66306,Unknown,Unknown,Unknown,unknown,Unknown,Standing on ground,Inactivity,rock,non-vegetative,other,land,na,44.66,10,11:42,2,1,34.78299,-115.66235,34.77833,.115.66293,no notes
27fruit,27,8/15/2019,8,15,8.15.9,summer,28,9:00,11:00,34.78159,-115.66372,Passeriformes,Troglodytidae,Cactus Wren,resident,omnivore,Singing,Territorial/mating,cactus,vegetative,cactus,cactus,50,no photo,9,9:28,1,2,34.78303,-115.66309,34.77856,-115.66449,no notes
281fruit,281,8/23/2019,8,23,8.23.7,summer,44,7:00,9:00,34.78241,-115.66313,Piciformes,Picidae,Nuttall's Woodpecker,resident,frugivore,Eating fruit,Feeding,yucca,vegetative,cactus,yucca,75,313-339,7,8:17,2,2,34.78303,-115.66309,34.77856,-115.66449,no notes
282fruit,282,8/23/2019,8,23,8.23.7,summer,44,7:00,9:00,34.78209,-115.66353,Passeriformes,Passerellidae,Black.throated Sparrow,resident,granivore,Standing on plant,Inactivity,shrub,vegetative,shrub,shrub,100,340,7,8:23,1,2,34.78303,-115.66309,34.77856,-115.66449,no notes
283flower,283,5/3/2019,5,3,5.3.6,spring,8,6:15,8:15,34.78238,-115.66337,Apodiformes,Trochilidae,Costa's Hummingbird,summer resident,nectarivore,Standing on plant,Inactivity,shrub,vegetative,shrub,shrub,na,no photo,6,6:53,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
283fruit,283,8/23/2019,8,23,8.23.7,summer,44,7:00,9:00,34.78209,-115.66353,Passeriformes,Passerellidae,Black.throated Sparrow,resident,granivore,Standing on plant,Inactivity,shrub,vegetative,shrub,shrub,100,340,7,8:23,1,2,34.78303,-115.66309,34.77856,-115.66449,no notes
284fruit,284,8/23/2019,8,23,8.23.7,summer,44,7:00,9:00,34.78209,-115.66353,Passeriformes,Passerellidae,Black.throated Sparrow,resident,granivore,Standing on plant,Inactivity,cactus,vegetative,cactus,cactus,100,340,7,8:23,1,2,34.78303,-115.66309,34.77856,-115.66449,no notes
286fruit,286,8/23/2019,8,23,8.23.18,summer,45,18:00,20:00,34.78291,-115.66248,Passeriformes,Passerellidae,Black.throated Sparrow,resident,granivore,Flying between plants,Active movement,cactus,vegetative,cactus,cactus,100,no photo,18,18:01,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
287fruit,287,8/23/2019,8,23,8.23.18,summer,45,18:00,20:00,34.78291,-115.66248,Passeriformes,Passerellidae,Black.throated Sparrow,resident,granivore,Flying between plants,Active movement,cactus,vegetative,cactus,cactus,100,no photo,18,18:01,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
288fruit,288,8/23/2019,8,23,8.23.18,summer,45,18:00,20:00,34.78291,-115.66248,Passeriformes,Passerellidae,Black.throated Sparrow,resident,granivore,Flying between plants,Active movement,cactus,vegetative,cactus,cactus,100,no photo,18,18:01,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
289fruit,289,8/23/2019,8,23,8.23.18,summer,45,18:00,20:00,34.78291,-115.66248,Passeriformes,Passerellidae,Black.throated Sparrow,resident,granivore,Flying between plants,Active movement,cactus,vegetative,cactus,cactus,100,no photo,18,18:01,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
28fruit,28,8/15/2019,8,15,8.15.9,summer,28,9:00,11:00,34.78158,-115.66349,Passeriformes,Troglodytidae,Cactus Wren,resident,omnivore,Singing,Territorial/mating,shrub,vegetative,shrub,shrub,75,224-227,9,9:30,1,2,34.78303,-115.66309,34.77856,-115.66449,no notes
291flower,291,5/3/2019,5,3,5.3.6,spring,8,6:15,8:15,34.78128,-115.66327,Passeriformes,Passerellidae,Black.throated Sparrow,resident,granivore,Flying between plants,Active movement,shrub,vegetative,shrub,shrub,na,no photo,6,7:10,2,2,34.78303,-115.66309,34.77863,-115.66402,no notes
291fruit,291,8/23/2019,8,23,8.23.18,summer,45,18:00,20:00,34.78115,-115.66287,Passeriformes,Passerellidae,Black.throated Sparrow,resident,granivore,Calling,Territorial/mating,yucca,vegetative,cactus,yucca,100,no photo,18,18:43,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
292flower,292,5/3/2019,5,3,5.3.6,spring,8,6:15,8:15,34.78136,-115.66323,Passeriformes,Tyrannidae,Ash.throated Flycatcher,summer resident,insectivore,Calling,Territorial/mating,shrub,vegetative,shrub,shrub,na,10-Aug,6,7:10,2,2,34.78303,-115.66309,34.77863,-115.66402,no notes
292fruit,292,8/23/2019,8,23,8.23.18,summer,45,18:00,20:00,34.78115,-115.66287,Passeriformes,Passerellidae,Black.throated Sparrow,resident,granivore,Calling,Territorial/mating,cactus,vegetative,cactus,cactus,0,no photo,18,18:43,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
293flower,293,5/3/2019,5,3,5.3.6,spring,8,6:15,8:15,34.78117,-115.66361,Passeriformes,Parulidae,MacGillivray's Warbler,migrant,insectivore,Flying on plant,Active movement,shrub,vegetative,shrub,shrub,na,25-Nov,6,7:18,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
293fruit,293,8/23/2019,8,23,8.23.18,summer,45,18:00,20:00,34.78115,-115.66287,Passeriformes,Passerellidae,Black.throated Sparrow,resident,granivore,Calling,Territorial/mating,cactus,vegetative,cactus,cactus,0,no photo,18,18:43,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
294flower,294,5/3/2019,5,3,5.3.6,spring,8,6:15,8:15,34.7811,-115.66344,Passeriformes,Passerellidae,Black.throated Sparrow,resident,granivore,Calling,Territorial/mating,shrub,vegetative,shrub,shrub,na,no photo,6,7:19,2,2,34.78303,-115.66309,34.77863,-115.66402,no notes
295flower,295,5/3/2019,5,3,5.3.6,spring,8,6:15,8:15,34.7811,-115.66344,Passeriformes,Passerellidae,Black.throated Sparrow,resident,granivore,Calling,Territorial/mating,shrub,vegetative,shrub,shrub,na,no photo,6,7:19,2,2,34.78303,-115.66309,34.77863,-115.66402,no notes
296flower,296,5/3/2019,5,3,5.3.6,spring,8,6:15,8:15,34.7811,-115.66344,Passeriformes,Passerellidae,Black.throated Sparrow,resident,granivore,Calling,Territorial/mating,shrub,vegetative,shrub,shrub,na,no photo,6,7:19,2,2,34.78303,-115.66309,34.77863,-115.66402,no notes
296fruit,296,8/23/2019,8,23,8.23.18,summer,45,18:00,20:00,34.77933,-115.66255,Passeriformes,Passerellidae,Black.throated Sparrow,resident,granivore,Calling,Territorial/mating,cactus,vegetative,cactus,cactus,100,no photo,18,19:12,2,1,34.78299,-115.66235,34.77833,.115.66293,no notes
297flower,297,5/3/2019,5,3,5.3.6,spring,8,6:15,8:15,34.7811,-115.66344,Passeriformes,Passerellidae,Black.throated Sparrow,resident,granivore,Calling,Territorial/mating,shrub,vegetative,shrub,shrub,na,no photo,6,7:19,2,2,34.78303,-115.66309,34.77863,-115.66402,no notes
298flower,298,5/3/2019,5,3,5.3.6,spring,8,6:15,8:15,34.7808,-115.66372,Apodiformes,Trochilidae,Anna's Hummingbird,summer resident,nectarivore,Foraging,Feeding,shrub,vegetative,shrub,shrub,na,no photo,6,7:29,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
298fruit,298,8/24/2019,8,24,8.24.7,summer,46,7:00,9:00,34.78264,-115.66254,Passeriformes,Passerellidae,Black.throated Sparrow,resident,granivore,Calling,Territorial/mating,shrub,vegetative,shrub,shrub,25,no photo,7,7:04,1,2,34.78303,-115.66309,34.77856,-115.66449,no notes
299flower,299,5/3/2019,5,3,5.3.6,spring,8,6:15,8:15,34.78063,-115.66381,Passeriformes,Parulidae,Wilson's Warbler,migrant,insectivore,Flying on plant,Active movement,shrub,vegetative,shrub,shrub,na,28.3,6,7:34,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
29flower,29,5/1/2019,5,1,5.1.10,spring,1,10:27,12:27,34.78096,-115.66263,Passeriformes,Mimidae,Northern Mockingbird,resident,omnivore,Flying,Active movement,cactus canopy,vegetative,cactus,cactus,na,no photo,10,11:55,2,1,34.78299,-115.66235,34.77833,.115.66293,no notes
2fruit,2,8/14/2019,8,14,8.14.17,summer,27,17:30,19:30,34.78201,-115.66251,Passeriformes,Troglodytidae,Cactus Wren,resident,omnivore,Flying,Active movement,air,non-vegetative,other,air,na,no photo,17,18:02,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
300flower,300,5/3/2019,5,3,5.3.6,spring,8,6:15,8:15,34.78037,-115.66383,Passeriformes,Tyrannidae,Ash.throated Flycatcher,summer resident,insectivore,Singing,Territorial/mating,shrub,vegetative,shrub,shrub,na,31.44,6,7:44,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
303flower,303,5/3/2019,5,3,5.3.6,spring,8,6:15,8:15,34.77939,-115.66393,Passeriformes,Tyrannidae,Ash.throated Flycatcher,summer resident,insectivore,Standing on plant,Inactivity,shrub,vegetative,shrub,shrub,na,45.5,6,7:53,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
305flower,305,5/3/2019,5,3,5.3.6,spring,8,6:15,8:15,34.77973,-115.66381,Passeriformes,Polioptilidae,Blue.gray Gnatcatcher,summer resident,insectivore,Singing,Territorial/mating,shrub,vegetative,shrub,shrub,na,51.64,6,8:01,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
306flower,306,5/3/2019,5,3,5.3.6,spring,8,6:15,8:15,34.77963,-115.66389,Columbiformes,Columbidae,Mourning Dove,resident,granivore,Standing on plant,Inactivity,shrub,vegetative,shrub,shrub,na,no photo,6,8:04,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
307flower,307,5/3/2019,5,3,5.3.6,spring,8,6:15,8:15,34.77908,-115.66423,Passeriformes,Passerellidae,Black.throated Sparrow,resident,granivore,Calling,Territorial/mating,shrub,vegetative,shrub,shrub,na,no photo,6,8:14,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
308flower,308,5/3/2019,5,3,5.3.6,spring,8,6:15,8:15,34.77868,-115.66409,Passeriformes,Passerellidae,Black.throated Sparrow,resident,granivore,Calling,Territorial/mating,shrub,vegetative,shrub,shrub,na,no photo,6,8:15,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
309flower,309,5/3/2019,5,3,5.3.6,spring,8,6:15,8:15,34.77868,-115.66409,Passeriformes,Passerellidae,Black.throated Sparrow,resident,granivore,Calling,Territorial/mating,shrub,vegetative,shrub,shrub,na,no photo,6,8:15,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
309fruit,309,8/24/2019,8,24,8.24.7,summer,46,7:00,9:00,34.78258,-115.66277,Passeriformes,Passerellidae,Black.throated Sparrow,resident,granivore,Singing,Territorial/mating,shrub,vegetative,shrub,shrub,100,no photo,7,7:26,1,2,34.78303,-115.66309,34.77856,-115.66449,no notes
311flower,311,5/3/2019,5,3,5.3.8,spring,9,8:20,10:20,34.78019,-115.66294,Apodiformes,Trochilidae,Unknown Hummingbird,summer resident,nectarivore,Flying,Active movement,air,non-vegetative,other,air,na,no photo,8,8:37,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
314flower,314,5/3/2019,5,3,5.3.8,spring,9,8:20,10:20,34.78057,-115.66298,Passeriformes,Passerellidae,Black.throated Sparrow,resident,granivore,Singing,Territorial/mating,cactus canopy,vegetative,cactus,cactus,na,67,8,8:45,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
314fruit,314,8/24/2019,8,24,8.24.7,summer,46,7:00,9:00,34.78095,-115.66264,Passeriformes,Passerellidae,Black.throated Sparrow,resident,granivore,Standing on plant,Inactivity,yucca,vegetative,cactus,yucca,100,no photo,7,8:24,1,2,34.78303,-115.66309,34.77856,-115.66449,no notes
315flower,315,5/3/2019,5,3,5.3.8,spring,9,8:20,10:20,34.78067,-115.66293,Passeriformes,Passerellidae,Black.throated Sparrow,resident,granivore,Calling,Territorial/mating,cactus canopy,vegetative,cactus,cactus,na,68.7,8,8:45,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
315fruit,315,8/24/2019,8,24,8.24.7,summer,46,7:00,9:00,34.78095,-115.66264,Passeriformes,Passerellidae,Black.throated Sparrow,resident,granivore,Standing on plant,Inactivity,yucca,vegetative,cactus,yucca,100,no photo,7,8:24,1,2,34.78303,-115.66309,34.77856,-115.66449,no notes
316flower,316,5/3/2019,5,3,5.3.8,spring,9,8:20,10:20,34.78067,-115.66293,Passeriformes,Passerellidae,Black.throated Sparrow,resident,granivore,Calling,Territorial/mating,cactus canopy,vegetative,cactus,cactus,na,71.74,8,8:46,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
316fruit,316,8/24/2019,8,24,8.24.7,summer,46,7:00,9:00,34.77092,-115.66204,Passeriformes,Passerellidae,Black.throated Sparrow,resident,granivore,Standing on plant,Inactivity,shrub,vegetative,shrub,shrub,75,no photo,7,8:33,1,2,34.78303,-115.66309,34.77856,-115.66449,no notes
317flower,317,5/3/2019,5,3,5.3.8,spring,9,8:20,10:20,34.78076,-115.66298,Passeriformes,Parulidae,Wilson's Warbler,migrant,insectivore,Foraging,Feeding,shrub,vegetative,shrub,shrub,na,75 90.92,8,8:47,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
